ID,sex,wing,tars,bd,bl,LRS,longevity,MRS
A007114,F,710,230,43,134,1,1,1
A007116,F,740,235,44,136,0,1,0
A007117,M,790,240,46.5,136,0,1,0
A007119,F,735,235,43,135,0,1,0
A007120,F,730,240,45,143,0,1,0
A007121,F,750,240,42,130,0,1,0
A007123,F,740,240,43,133,0,1,0
A007127,M,770,245,46,132,0,1,0
A007129,F,740,240,43,139.5,0,2,0
A007130,M,770,245,45,138,0,1,0
A007131,F,750,235,43,135,1,1,1
A007132,M,770,250,44,132,2,1,2
A007133,M,760,240,45,129,3,5,0.6
A007134,F,760,240,44,133,0,1,0
A007145,F,700,230,45,132,0,1,0
A007146,F,780,240,45,139,0,1,0
A007147,M,770,245,46,136,0,1,0
A007148,M,750,240,45,129,0,1,0
A007149,M,755,230,44,131,2,1,2
A007150,F,750,235,44,130.5,2,3,0.666666666666667
A722028,F,740,225,44.5,137.5,0,1,0
A725950,F,720,220,44,131.5,0,1,0
B067118,F,735,230,43.5,139,1,1,1
B067120,F,700,235,44.5,129,1,1,1
B067121,M,750,240,45,137,1,1,1
B067122,F,730,235,45,137,2,2,1
B067123,F,720,230,43,133,2,1,2
B067124,F,730,230,43,136,1,1,1
B067125,M,760,240,45,132,0,1,0
B067126,F,740,230,45,137,0,1,0
B067127,F,720,230,43,136,0,1,0
B067128,F,730,230,43,130,0,1,0
B067129,F,740,230,42,138,2,1,2
B067130,F,730,220,43,136,1,1,1
B067131,F,750,230,42.5,135,0,2,0
B067132,F,720,230,43,133,4,3,1.33333333333333
B067133,F,730,235,43.5,130,0,1,0
B067134,M,760,240,47,128,0,1,0
B067135,F,720,230,46,140,1,2,0.5
B067148,F,720,225,42,130.5,0,1,0
B067149,M,760,235,46,133,3,3,1
B067150,F,735,240,44,134,0,1,0
B067479,M,760,235,44.5,131,1,1,1
B067499,F,730,230,42,136,0,2,0
NE93701,M,770,245,45.5,135.5,3,2,1.5
NE93706,F,750,245,45.5,139,0,1,0
NE93707,M,770,240,45,130,2,1,2
NE93709,F,740,235,44.5,137,1,1,1
NE93747,F,730,235,46,132,3,1,3
NE93805,F,740,240,43,131,1,2,0.5
NE93815,M,770,240,47,132,1,1,1
NE93818,M,760,240,47,135,0,1,0
NE93820,F,740,235,45,143,2,1,2
NE93836,M,770,240,46,127,4,1,4
NE93838,M,750,240,46,132,0,1,0
NE93841,F,730,235,44,135,2,1,2
NE93842,F,730,230,46,133,3,3,1
NE93853,M,765,235,47,128,1,1,1
NE93864,F,755,235,45.5,142,0,1,0
NE93865,M,780,250,47.5,140,2,2,1
NE93871,M,770,240,45.5,131,0,1,0
NE93874,F,720,225,45,132,1,1,1
NE93879,F,720,215,42,128.5,1,1,1
NE93881,M,750,240,49,131,2,1,2
NE93885,F,740,235,41,129,0,1,0
NE93888,M,770,245,45,129.5,1,1,1
NE93894,F,740,235,45,135,0,1,0
NE93911,F,750,240,42,131,0,1,0
NE93915,F,740,235,44,138,0,1,0
NE93916,M,760,245,46,133,0,1,0
NE93919,M,740,240,45,132.5,1,1,1
NE93920,F,720,230,42,137,0,1,0
NE93923,M,760,240,46,137,2,1,2
NE93935,M,750,240,46.5,132,0,1,0
NE93968,M,760,225,45,128,0,1,0
NE93986,F,710,230,45,134,3,3,1
NE93994,M,765,240,43,131,0,1,0
NE94000,M,750,240,45,136.5,0,1,0
NE94374,M,750,250,47,140,0,1,0
NE94424,M,785,240,45,132.5,0,1,0
NE94456,F,750,240,47,140,0,1,0
NE94487,F,740,235,45,133,0,2,0
NE95639,F,740,235,44,128.5,0,1,0
NE95658,F,720,235,45,132.5,2,1,2
NE95661,M,755,240,44,129,0,1,0
NE95665,F,730,230,44,136,1,1,1
NE95666,F,740,230,44,132,0,1,0
NE95671,F,740,230,46,138.5,2,1,2
NE95673,M,770,240,45,131,1,1,1
NE95679,M,740,240,45,123,1,2,0.5
NE95705,F,730,240,42.5,134,1,1,1
NE95715,F,740,230,44,133,1,1,1
NE95716,M,760,240,46,130.5,1,1,1
NE95717,F,730,230,44,134.5,7,5,1.4
NE95720,M,760,240,45,131,2,1,2
NE95727,M,750,230,46,131.5,0,1,0
NE95735,M,750,240,45,141.5,0,1,0
NE95737,M,770,245,46,138,1,2,0.5
NE95740,F,740,240,44.5,138,0,2,0
NE95748,M,780,240,45,132,0,1,0
NE95766,F,735,235,45,131,0,1,0
NE95782,M,760,240,47,136,1,1,1
NE95783,F,740,230,44,132,0,1,0
NE95791,M,760,245,45,133,2,1,2
NE95792,M,760,250,44,129,0,1,0
NE95801,M,790,245,46,130.5,0,1,0
NE95809,F,730,225,45,132,2,1,2
NE95816,F,750,235,44,140,0,1,0
NE95818,F,740,240,46,143,0,1,0
NE95823,M,770,255,47,135,0,1,0
NE95844,M,770,240,47,134,0,1,0
NE96179,M,790,240,46,128,1,1,1
NE96227,M,760,235,46,128,0,1,0
NE96253,F,710,230,44,141.5,0,1,0
NE96294,M,730,240,44,134,1,1,1
NE96300,F,740,230,42.5,135.5,1,2,0.5
NE96332,M,750,240,44.5,131,1,1,1
NE96333,M,750,230,43.5,130,2,1,2
NE96357,F,730,230,45,136,0,1,0
NE96375,M,740,235,45,128.5,1,2,0.5
NE96421,M,740,235,45,138,0,1,0
NE96423,M,760,235,47,131,0,1,0
NE96424,F,730,230,44,132,1,1,1
NE96464,F,750,230,43,132,1,1,1
NE96485,F,730,230,41,136,3,1,3
NE96489,F,740,230,45,138,1,1,1
NE96611,M,740,235,44,130,0,1,0
NE96615,M,760,235,43,130,0,1,0
NE96622,M,770,245,46,135,0,1,0
NE96644,F,710,225,42.5,132,1,1,1
NE96645,M,730,240,44,132,0,1,0
NK59258,M,770,240,47,128,0,1,0
NK59364,M,760,230,44,131,0,1,0
NK59385,F,750,235,43,134,1,1,1
NK59507,F,730,230,45,135,0,1,0
NK59522,F,720,235,43,139,1,2,0.5
NK59525,F,720,230,42,130.5,0,1,0
NK59537,M,745,240,47,133,0,1,0
NK59540,M,757.5,242.5,48.5,131,0,1,0
NK59541,M,750,240,45,134.5,1,3,0.333333333333333
NK59543,F,730,235,43,130.5,1,1,1
NK59547,M,760,240,47,134.5,0,1,0
NK59552,F,740,235,46,145,0,1,0
NK59554,F,735,235,45,139,0,1,0
NK59557,F,720,235,44,133,1,1,1
NK59558,F,720,240,43,131.5,1,1,1
NK59562,F,700,225,45,133,0,1,0
NK59564,M,740,240,45,131,3,2,1.5
NK59570,F,730,230,45,141,0,1,0
NK59575,M,760,240,47,132,2,2,1
NK59576,M,770,250,47,128.5,0,1,0
NK59581,M,760,245,46,138,0,2,0
NK59595,F,740,230,44,134,0,1,0
NK59598,F,750,235,44,135.5,0,1,0
NK59636,F,740,220,47,139,1,1,1
NK59671,M,750,235,47,129,1,1,1
NK59676,M,780,240,47,132.5,0,1,0
A725170,F,720,230,45,138,0,1,0
A725172,M,760,240,48,144,0,1,0
A725178,M,760,240,47,135,3,2,1.5
A725179,F,730,235,45,160,0,1,0
A725181,F,730,225,45,135.5,5,3,1.66666666666667
A725199,F,710,230,44.5,130,1,2,0.5
A725720,M,760,235,47,130,2,2,1
A725737,M,760,235,46,132,0,1,0
B068280,F,730,230,45,138,0,1,0
B068281,M,740,235,45,137,0,2,0
B068282,F,730,235,44.5,142,0,1,0
B068283,F,730,225,43,130,0,1,0
B069050,M,750,230,46,136,2,2,1
B069051,F,720,215,43,130,2,2,1
B069074,M,780,240,46,129,2,5,0.4
B069096,M,760,235,46,133,1,2,0.5
B069132,F,700,225,42,141,0,1,0
B069161,M,760,245,47,131,0,1,0
B069189,F,710,235,45,141,0,1,0
B069199,F,730,230,44,142,2,3,0.666666666666667
B069236,F,720,235,44,142,0,1,0
B069237,M,760,235,48,136,2,1,2
B069264,F,720,230,46,145,0,1,0
B069386,F,730,230,45,139.5,3,2,1.5
B069453,M,750,235,47,138,0,1,0
B069477,M,770,235,47,133,3,2,1.5
B069478,F,710,230,48,137,4,4,1
B069479,F,720,230,47,138,0,1,0
B069487,F,710,230,44,138,0,1,0
BA73160,M,750,240,49,139,1,2,0.5
NE95869,F,720,235,43,130,3,2,1.5
NE95870,M,730,230,44,135,0,1,0
NE95903,F,730,235,43,143.5,0,1,0
NE95906,M,760,240,45,133.5,3,3,1
NE95928,M,740,240,46,136,1,6,0.166666666666667
NE95936,M,760,240,46,134,2,2,1
NE96707,F,740,220,47,133,0,1,0
NE96929,M,750,230,45,130,6,4,1.5
NE96968,M,730,230,46.5,132.5,0,2,0
NE96970,M,750,240,45.5,135,0,1,0
NK59135,M,760,235,45,129,1,1,1
NK59205,F,730,235,46,130,1,4,0.25
NK59221,M,760,235,45,129,3,3,1
NK59246,F,730,230,44.5,136,10,5,2
NK59387,F,720,230,45,134,0,1,0
NK59395,F,720,220,44.5,130,0,2,0
NK59433,M,760,235,47,130,0,1,0
NK59434,F,720,230,46,128,5,3,1.66666666666667
NK59437,M,740,235,48,134,2,1,2
NK59460,F,720,230,47,135,1,3,0.333333333333333
NK59464,M,740,230,47,132,0,1,0
NK59465,M,750,235,45,128,0,1,0
NK59475,M,760,235,48,140,0,1,0
NK59762,F,750,230,46,139,0,1,0
NK59779,F,720,225,43.5,135.5,1,2,0.5
NK59807,M,760,235,47,136,0,1,0
NK59814,M,750,235,46,133,0,1,0
NK59818,F,740,230,44,134,0,1,0
NK59824,F,705,230,44.5,128.5,0,1,0
NK59853,F,730,225,45,133,0,1,0
NK59901,F,725,225,47,130.5,1,1,1
NK59930,F,720,235,45,135,0,1,0
NK59935,M,750,235,48,132,1,1,1
NK59938,M,770,235,45,137,0,1,0
NK59983,F,720,230,44,136,0,1,0
NK59999,M,780,235,47,137,3,2,1.5
NN30020,F,700,230,44,146,1,1,1
NN30039,F,725,230,45,139,0,1,0
NN30058,F,735,220,46,128,1,1,1
NN30072,F,740,230,45,138,0,1,0
NN30074,M,770,235,45.5,130,0,1,0
NN30085,M,740,240,48,137,1,1,1
NN30090,M,760,240,45,134,2,4,0.5
NN30152,F,715,225,45,138,3,1,3
NN30160,M,750,245,46,131.5,0,1,0
NN30165,M,750,235,47,142,0,1,0
NN30244,F,730,225,45,136,0,1,0
NN34061,F,720,225,45,145,1,1,1
NN34074,M,760,235,47,137,0,1,0
NN34133,F,720,230,44,146.5,0,1,0
NN34341,F,720,225,43.5,130,0,2,0
NN34533,F,710,225,45,128,0,2,0
NN34537,M,730,230,47,135,0,1,0
NN35059,F,710,235,44.5,138,1,1,1
NN35071,F,720,230,44,132,0,1,0
NN35081,M,740,230,46,132,1,3,0.333333333333333
NN35085,M,745,235,45,135.5,2,2,1
NN35097,F,740,240,45.5,153.5,2,2,1
NN35098,M,760,240,46,133,1,2,0.5
NN35120,F,740,230,45,139.5,9,4,2.25
NN35152,M,750,235,46,132,4,6,0.666666666666667
NN35203,M,780,245,47.5,133,1,1,1
NN35210,M,760,230,47,133,0,1,0
NN35245,F,720,230,44,135,0,2,0
NN35283,F,715,225,44,137.5,1,2,0.5
A007890,F,745,230,42,133,1,1,1
A724428,M,760,225,46,136,1,1,1
A724431,F,730,235,48,145,0,1,0
A725030,M,750,240,45.5,130,2,1,2
C375330,M,760,235,44.5,132,0,1,0
C375396,F,720,230,44,138.5,3,3,1
C375398,F,720,230,43.5,137,1,1,1
C696253,F,710,225,41,134,2,1,2
C696254,M,750,230,45,129.5,3,2,1.5
C696273,F,730,230,44.5,130,1,1,1
C696274,F,750,240,46,139,1,3,0.333333333333333
C696468,F,740,230,46.5,140.5,2,5,0.4
C696477,M,760,245,44,143,3,2,1.5
C696498,M,760,240,49,131,0,2,0
C696499,F,720,240,47,137,6,6,1
C716315,F,730,235,44,134.5,1,2,0.5
C716316,M,740,230,46.5,136,3,5,0.6
C716440,M,760,240,46.5,137,2,1,2
C716441,F,710,230,44.5,144.5,2,1,2
C716451,M,730,240,47,131,0,1,0
C716452,F,750,230,46,133.5,0,1,0
C716485,F,710,230,41,129,2,1,2
C716580,M,770,235,44,128,4,1,4
NE93611,F,720,230,43,139,2,2,1
NE93624,M,760,240,46,134,2,1,2
NN30386,F,720,230,42,134,1,1,1
NN34914,F,720,230,43,131,4,1,4
NN35387,M,760,235,46,133,1,1,1
NN35400,M,780,240,47,133,2,5,0.4
NN35453,M,755,245,47.5,134,0,1,0
NN35477,M,750,240,45,138,1,2,0.5
NN87003,F,740,230,42.5,133,2,1,2
NN87006,F,735,230,44,139,1,2,0.5
NN87008,F,730,230,41,138.5,0,1,0
NN87011,M,780,230,47,133.5,3,1,3
NN87022,M,750,235,47,135,2,3,0.666666666666667
NN87025,M,770,235,46,135,4,1,4
NN87029,M,740,235,48,132,6,3,2
NN87034,F,720,230,42,126,3,3,1
NN87035,M,770,235,47,136,3,2,1.5
NN87126,F,730,235,46,134,0,1,0
NN87168,F,730,240,45,144,0,2,0
NN87228,F,730,235,48,137,0,1,0
NN87240,F,730,225,45,136,3,3,1
NN87342,M,740,235,43,124,0,1,0
NN87537,F,740,240,42.5,133,3,2,1.5
NN87554,M,790,235,48,136,2,4,0.5
C695208,F,720,230,43,133,2,2,1
C695529,M,760,230,47,134,3,3,1
C695575,F,715,220,43,127,3,2,1.5
C695586,M,750,235,45.5,129,6,4,1.5
C695594,F,720,230,45,138,3,2,1.5
C695599,M,770,240,44,138,0,1,0
C695631,M,770,245,46.5,135,0,1,0
C716665,M,750,230,44,132,1,1,1
C716666,F,750,230,44,135,2,4,0.5
C716667,F,720,230,45,130,0,1,0
E066041,M,750,240,47,130,1,2,0.5
E066042,F,730,230,45,138.5,1,1,1
E066099,M,750,235,46,129,3,2,1.5
E066143,M,750,235,46,130,0,1,0
E066160,F,720,230,46,135.5,3,2,1.5
E066181,M,730,245,48,133,1,1,1
E066182,M,750,240,46,129,2,3,0.666666666666667
E066183,M,760,245,45,143,0,1,0
E066184,F,730,230,44,132.5,0,1,0
E066193,M,740,230,43.5,133,1,3,0.333333333333333
E067801,M,770,240,45,132,2,1,2
E067896,M,770,235,45,125.5,0,1,0
E067897,F,730,230,44,139.5,1,2,0.5
E067898,F,725,240,45,137,5,3,1.66666666666667
E067899,M,750,230,44.5,134,5,3,1.66666666666667
E067900,F,740,235,44.5,133,0,1,0
E068000,F,730,235,46.5,142,1,2,0.5
NC10769,F,740,230,45,133.5,0,1,0
NC10787,F,730,235,46,133,4,6,0.666666666666667
NE96849,M,740,230,44,134.5,2,1,2
NN86070,F,740,230,46,129,9,4,2.25
NN86097,M,760,230,46,133,1,1,1
NN86100,M,780,240,45,132.5,0,1,0
NN86105,M,770,240,45,127,0,1,0
NN86107,F,740,230,44,130.5,2,2,1
NN86112,F,730,230,45,126,2,2,1
NN86158,M,780,240,48,133,2,2,1
NN86191,M,780,240,44.5,133.5,5,4,1.25
NN86194,F,740,230,45,135,0,2,0
NN86198,F,710,230,45,137,0,2,0
NN86339,F,720,230,44,137,1,2,0.5
NN86602,M,770,240,46,134.5,0,1,0
NN86603,F,730,230,45,140.5,3,1,3
NN86754,M,760,235,46.5,128.5,0,3,0
NN86757,F,730,230,43.5,134.5,0,3,0
NN86758,F,740,220,45,134,0,1,0
NN86759,M,770,235,44.5,133,5,3,1.66666666666667
NN86773,M,750,230,47,138,4,1,4
NN86783,M,740,235,46,132,3,2,1.5
NN86817,F,750,230,43,133,3,2,1.5
NN86818,F,710,235,44,132.5,3,5,0.6
NN86902,F,740,235,44,135,4,5,0.8
NN86909,F,705,225,43,135,2,2,1
NN86931,M,745,235,46,136,0,2,0
NN86981,M,760,235,47,136.5,1,2,0.5
NN86996,F,710,230,42,134.5,4,4,1
NN87634,M,730,230,46.5,135,3,2,1.5
NN87761,F,730,240,46,140.5,0,1,0
NN87764,F,740,235,45,142.5,2,2,1
NN87826,M,790,250,45.5,137,0,1,0
NN88199,F,740,230,45,136,2,3,0.666666666666667
NN88256,F,740,230,44,133.5,5,3,1.66666666666667
NN88331,F,730,230,45,136.5,1,1,1
NN88411,F,730,230,46,134,4,2,2
NN88422,F,730,230,44.5,137,1,1,1
C375756,M,770,235,45,129,3,1,3
C375783,M,750,240,48,138,3,3,1
C695695,M,730,245,44.5,128,5,3,1.66666666666667
C695701,F,710,230,42,134,1,1,1
E029537,M,770,235,45,129.5,0,1,0
E066206,F,750,225,43,133,2,1,2
E066210,M,770,240,48,128,1,1,1
E066314,F,740,230,43.5,134,0,1,0
E066315,M,750,230,46,131,3,1,3
E066317,M,780,240,47,131,2,1,2
E066318,M,755,235,45,133,3,5,0.6
E066319,M,770,235,44,132,1,1,1
E066320,F,730,235,46,143,2,2,1
E066321,F,720,225,44,130,1,1,1
E066322,M,765,235,45,131,1,1,1
E066324,F,720,230,43,138,0,1,0
E066325,F,740,230,44,140,3,1,3
E066326,F,720,225,43,137.5,3,3,1
E066327,M,750,235,48,132,3,5,0.6
E066328,M,760,240,46,129,0,2,0
E066329,F,745,235,43,145.5,0,1,0
E066330,M,740,235,47,130,0,1,0
E067701,F,730,240,43.5,127,0,2,0
NE93650,M,750,230,44.5,130,3,3,1
NN34650,F,760,230,43,140.5,0,1,0
NN35518,M,770,240,46,131,2,1,2
NN35524,F,720,230,42,130,0,2,0
NN35619,F,710,225,41,129,0,1,0
NN35651,M,750,235,44.5,129,0,3,0
NN35675,M,770,240,49,141,2,1,2
NN35709,F,720,230,45,135,2,3,0.666666666666667
NN35755,F,750,240,44,130,0,3,0
NN35770,M,740,230,45.5,129,2,1,2
NN35778,F,750,240,46,140.5,2,3,0.666666666666667
NN35891,F,740,230,43,139,0,1,0
NN86422,F,710,230,43.5,133,1,1,1
NN86497,F,730,230,44,133.5,1,2,0.5
NN86685,M,760,240,46,139,2,1,2
NN87390,M,770,245,44.5,132,2,1,2
NN87943,F,740,230,45.5,132,5,4,1.25
NN87944,F,730,230,45.5,133,2,2,1
NN87945,F,710,225,43.5,132,1,1,1
VB54005,M,760,235,45,137,1,1,1
VB54007,M,770,235,45,134,1,2,0.5
VB54018,F,730,240,45,138,2,1,2
VB54035,M,780,240,44,133,1,1,1
VB54048,M,740,235,44.5,133.5,1,1,1
VB54060,F,755,230,45,132,2,1,2
VB54068,F,720,230,43,142,1,2,0.5
VB54074,M,745,240,46.5,136.5,2,3,0.666666666666667
VB54076,F,710,230,44,130,0,1,0
VB54083,M,770,230,45,132,2,2,1
VB54093,F,750,230,41.5,140,3,1,3
VB54096,F,740,230,42,139,0,1,0
VB54118,M,750,240,41.5,128,0,1,0
VB54122,F,730,230,42.5,132.5,1,1,1
VB54141,M,750,240,46,133,2,2,1
VB54142,F,735,235,44.5,139,0,2,0
VB54182,M,760,230,47,138,3,1,3
VB54184,F,735,225,45,140,1,1,1
VB54185,F,740,225,45.5,132,3,1,3
VB54186,F,740,235,44.5,129,4,3,1.33333333333333
VB54262,M,750,240,44.5,130,4,2,2
VB54316,F,730,225,44,134.5,3,2,1.5
VB54332,M,770,250,47,133,2,3,0.666666666666667
VB54341,M,770,240,45,129,1,1,1
VB54389,M,760,225,43,124,0,1,0
VB54439,F,730,235,44,148,2,1,2
VB54444,M,760,240,46,139.5,0,1,0
VB54447,M,770,245,45,143,2,1,2
VB54448,M,780,240,46,135,2,3,0.666666666666667
VB54463,F,720,230,41,128,0,3,0
VB54494,M,750,235,46.5,135,4,2,2
VB54508,F,710,230,44.5,143,0,1,0
VB54542,M,755,230,45,132,4,2,2
VB54909,M,750,240,47.5,134.5,0,1,0
VB54910,F,720,225,43.5,127,0,1,0
A723150,F,715,225,42,132,0,2,0
C716895,F,720,220,44.5,132,1,3,0.333333333333333
C716898,F,720,230,44,139,1,1,1
E587169,M,790,235,45,139,0,1,0
E587202,M,770,240,47.5,139.5,0,1,0
E587208,F,740,235,44,132,0,2,0
E587250,M,750,230,45,137,1,1,1
E587270,M,790,250,47,133.5,0,1,0
E587271,F,710,230,45,138,0,1,0
E587298,F,750,235,43,140,0,1,0
E587300,F,730,225,43,136,0,1,0
E956074,M,770,240,48,135,2,2,1
E956108,M,770,240,49,141,0,3,0
E956214,F,730,230,45,143,2,1,2
E956215,F,715,230,45.5,137.5,0,2,0
E956216,F,750,235,45,143,5,7,0.714285714285714
E956217,M,780,235,46,138,0,3,0
E956248,F,725,225,43.5,140.5,1,1,1
E956250,M,780,240,44,136,0,1,0
E956267,M,775,235,48,132,1,1,1
E956277,M,750,235,47.5,133,1,2,0.5
E956281,F,780,230,47,133,2,2,1
E956282,M,760,240,46,133,0,1,0
E956292,M,780,235,46,134,0,1,0
E956302,F,770,240,46,139,0,1,0
E956327,M,760,240,46,139,0,1,0
E956329,F,730,230,45,138,0,1,0
E956346,F,710,225,45,136,1,1,1
E956347,F,730,230,42.5,133.5,0,1,0
E956350,F,740,230,43.5,138,2,1,2
E956351,F,710,215,43.5,129.5,0,1,0
E956352,M,770,240,46,132,0,1,0
NN86723,M,740,240,46,136,2,1,2
NN86750,F,740,230,43.5,146,1,2,0.5
NN87852,M,740,230,46,126,0,1,0
NN87862,F,730,215,47.5,135,0,1,0
NN87891,M,760,245,48,138,2,1,2
NN87895,M,740,240,45.5,133,0,1,0
NN87896,F,730,235,45,136,0,1,0
NN88452,F,730,225,45,142,1,3,0.333333333333333
NN88514,M,765,245,46,138,0,2,0
NN88529,F,730,230,45,144,2,2,1
NN88530,F,710,230,45,145,1,1,1
NN88562,M,770,240,47.5,138,1,1,1
NN88664,M,780,225,48,134,0,1,0
NN88667,F,720,225,46,138.5,1,1,1
NN88690,M,770,230,48.5,140.5,1,1,1
NN88703,F,730,235,44,130,0,1,0
NN88713,F,730,230,43,137,0,1,0
NN88716,M,740,230,46,134,0,1,0
NN88720,F,735,230,42,134,3,3,1
NN88724,M,770,230,45,134,2,2,1
NN88726,F,720,220,44,130,0,1,0
NN88737,M,755,235,47,135,1,1,1
NN88750,M,760,240,46,134.5,8,7,1.14285714285714
NN88885,M,760,245,46.5,130.5,0,3,0
NN88895,M,775,240,48,137.75,4,4,1
NN88899,M,770,230,46,136,3,3,1
NN88904,M,750,230,46,134.5,0,1,0
NN88912,F,730,225,45.5,139.5,0,1,0
NN88916,M,770,240,45.5,144,1,2,0.5
NN88924,F,740,235,45.5,147,0,1,0
NN88952,F,725,225,44,131,1,2,0.5
NN88953,M,760,230,45,125,3,2,1.5
NN88962,F,720,235,44.5,137.5,0,1,0
NN88967,F,730,230,41,139,1,1,1
NN88977,F,740,230,44,132,1,1,1
NN88979,M,770,230,46.5,133.5,0,1,0
VB54579,M,770,240,46.5,135,2,3,0.666666666666667
VB54592,M,755,240,46.5,146,0,2,0
VB54600,F,730,230,45,131,1,1,1
VB54649,F,720,230,46,137.5,0,3,0
VB54668,M,760,240,46.5,140,0,1,0
VB54697,M,755,240,45,132,0,1,0
VB54715,M,760,235,47,133,0,1,0
VB54734,F,730,225,42,141,0,1,0
VB54792,F,750,230,45,132,0,1,0
VB54815,F,710,230,45.5,141.5,0,1,0
VB54865,M,760,235,44.5,138.5,2,1,2
VB54869,M,755,230,46,139,1,2,0.5
VB54882,M,780,235,44.5,137,0,1,0
VB55014,M,760,235,47,133,0,1,0
VB55016,M,760,235,48,130,0,1,0
VB55018,M,760,240,46.5,132,3,3,1
VB55041,F,720,225,43.5,133,0,1,0
VB55045,M,740,235,48,129.5,0,1,0
VB55053,M,750,235,47,134,1,1,1
VB55076,M,750,230,46.5,140,3,4,0.75
VB55079,F,725,225,44,136,0,1,0
VB55136,F,730,230,45,133,0,1,0
VB55241,M,770,240,46,134,1,1,1
VB55254,F,750,230,46.5,140.5,1,1,1
VB55287,F,730,230,45,140.5,0,1,0
VB55371,F,750,235,47.5,133,0,1,0
VB55428,F,730,240,45,139.5,0,2,0
VC47008,F,765,230,45.5,139,1,1,1
VC47011,F,750,235,46.5,139.5,0,1,0
VC47015,M,740,235,46,135,1,1,1
VC47018,M,770,240,45,131.5,1,1,1
VC47020,F,760,230,45,125,0,1,0
VC47059,F,710,230,45.5,145.5,4,6,0.666666666666667
VC47077,F,730,230,47.5,140.5,0,1,0
VC47081,F,740,235,45,138.5,1,1,1
VC47082,F,745,230,43,135,1,1,1
VC47094,F,740,225,45.5,136,0,1,0
VC47098,M,750,230,44.5,133.5,1,1,1
VC47106,M,755,235,45,139,0,1,0
VC47114,F,735,225,46,138.5,4,5,0.8
VC47117,M,760,235,47.5,134,0,1,0
VC47121,M,770,245,48,139,0,2,0
VC47150,M,750,230,46.5,133.5,0,1,0
VC47168,F,735,230,43,139.5,7,4,1.75
VC47196,M,760,235,48,138,0,1,0
E906920,F,730,230,44,131.5,2,1,2
E906933,F,730,230,44,136.5,0,1,0
E906935,F,710,220,44,132,0,1,0
E906949,M,740,240,45,134,4,2,2
E906950,F,740,230,44,135,1,1,1
E906964,F,720,220,43,135,1,1,1
E906965,M,750,240,45,130,2,2,1
E906976,F,740,230,43,140,0,1,0
E906977,F,700,220,45,136,1,2,0.5
E906978,F,720,225,45,140,3,1,3
E906988,F,755,220,46,135,0,1,0
E906990,M,770,240,46.5,136,0,1,0
E906992,F,710,220,41.5,140,0,1,0
E906993,M,750,250,47,141,3,2,1.5
E906994,M,780,240,47,140,0,1,0
E906996,F,730,225,45,140,0,1,0
E906998,M,770,240,46,140,1,1,1
E906999,F,720,230,44,134.5,0,1,0
E956473,M,770,245,46,137,0,1,0
E956474,F,730,240,44,134.5,2,3,0.666666666666667
E956520,F,740,230,47,135,3,3,1
E956523,M,750,245,47,137,0,1,0
E956524,M,760,240,48,140,0,2,0
E956551,M,760,240,46,136.5,0,1,0
NN87841,M,770,240,46,144,0,1,0
VE26006,M,735,230,47.5,130.5,0,1,0
VE27025,F,710,230,43,139,0,1,0
VE27042,M,780,240,47,130,2,2,1
VE27048,F,760,235,45.5,158,0,1,0
VE27061,F,730,230,44,137,0,1,0
VE27069,F,730,230,44,135,4,3,1.33333333333333
VE27083,M,770,240,47.5,138,4,2,2
VE27086,F,740,225,48,142,0,1,0
VE27090,M,770,240,47.5,142.5,4,2,2
VE27092,F,750,230,48,139,0,1,0
VE27101,F,720,225,43,135.5,2,2,1
VE27123,F,730,230,43,134,1,1,1
VE27149,M,750,240,45,138,0,1,0
VE27161,F,720,230,43.5,130,1,3,0.333333333333333
VE27206,F,730,235,45,137,0,1,0
VE27235,M,760,240,46.5,136,2,2,1
VE27246,F,730,225,44,136,2,1,2
VE27255,F,750,230,44.5,136,3,1,3
VE27315,M,770,240,46.5,140,4,6,0.666666666666667
VE27377,M,755,240,44.5,133,0,1,0
VE27381,F,740,235,45,140,0,2,0
VE27454,F,735,230,45.5,144.5,1,1,1
VE27457,M,760,235,45,131.5,1,1,1
VE27498,M,760,245,47,138,1,1,1
VE27515,M,750,240,45.5,128,0,1,0
VE27552,M,760,230,46,145,0,2,0
VE27565,F,750,230,45,134,3,1,3
VE32530,F,740,235,45,144,2,1,2
VE32576,F,720,240,44,144,0,1,0
VE33108,F,725,230,44.5,137,2,2,1
VE33122,F,720,225,45,139,0,1,0
VE33515,F,720,220,42,131,0,2,0
VE33634,F,720,230,43,144,3,1,3
VE33732,F,730,230,45.5,138.5,1,2,0.5
E956806,M,760,240,46,136,0,1,0
E956819,M,750,240,45,137,0,1,0
E956867,F,710,215,43,129,0,1,0
E956947,F,740,220,43.5,138,1,1,1
E956948,M,730,230,44.5,126,0,1,0
E956957,M,730,230,44,134.5,0,1,0
E956958,F,735,220,42,140,0,1,0
E956991,F,740,235,44.5,136,1,1,1
E956992,F,725,225,45.5,138,1,1,1
E956994,M,770,240,44,135,1,1,1
E956995,M,765,240,47,135,2,1,2
E956997,M,770,245,44.5,132,0,1,0
E956998,F,715,225,46.5,143,0,1,0
E956999,F,740,235,45,143,5,2,2.5
E957000,M,760,245,48,138,0,1,0
F464340,F,730,240,45,140,0,1,0
F491101,M,750,250,46,130.5,0,1,0
F491248,M,765,240,45.5,136,0,1,0
