YEAR,BOXR,BOXOR,FID,GS,PAIR ID,RING,EXP,EPP,SEX,MASS11,MASS12,MASS14,RTARS14,PHA
2010,FO81,RW16D,1EP46478,-0.024588833,100011,1EP48019,control nest,0,F,11.1,11.3,11.4,15.9,5.4
2010,RW16D,RW16D,1EP46478,-0.024588833,100011,1ER03064,experimental nests,0,M,11.4,11.9,12,16.2,6.7666667
2010,RW16D,RW16D,1EP46478,-0.024588833,100011,1ER03060,experimental nests,0,NA,11.1,12,12.2,16.9,7.9
2010,RW16D,RW16D,1EP46478,-0.024588833,100011,1ER03065,experimental nests,0,M,10.7,11.2,11.9,16.8,9
2010,FO81,RW16D,1EP46478,-0.024588833,100011,1EP48016,control nest,1,M,11.3,11.5,11.6,17.2,6
2010,FO81,RW16D,1EP46478,-0.024588833,100011,1EP48015,control nest,1,M,11.6,12.1,12.4,18,6.1
2009,RW37C,RW31B,NA,NA,90010,1EP48409,control nest,NA,F,10.5,10.9,11.8,16.7,2.6
2009,RW37C,RW31B,NA,NA,90010,1EP48401,control nest,NA,F,9.2,9.5,10.9,17.3,3.8666667
2009,RW37C,RW31B,NA,NA,90010,1EP48405,control nest,NA,M,10.8,11.5,12.5,16.4,4.3333333
2009,RW37C,RW31B,NA,NA,90010,1EP48404,control nest,NA,M,10.2,10.6,11.5,16.8,4.9
2009,RW37C,RW31B,NA,NA,90010,1EP48408,control nest,NA,M,11.6,10.9,12.6,17.3,5.6333333
2009,RW37C,RW31B,NA,NA,90010,1EP48403,control nest,NA,F,10.1,9.9,11.5,16,6.5333333
2009,RW31B,RW31B,NA,NA,90010,09NO0039,experimental nests,NA,M,NA,NA,NA,NA,NA
2009,RW31B,RW31B,NA,NA,90010,09NO0036,experimental nests,NA,M,NA,NA,NA,NA,NA
2009,RW31B,RW31B,NA,NA,90010,09NO0037,experimental nests,NA,F,NA,NA,NA,NA,NA
2009,RW31B,RW31B,NA,NA,90010,09NO0038,experimental nests,NA,F,NA,NA,NA,NA,NA
2009,RW31B,RW31B,NA,NA,90010,09NO0034,experimental nests,NA,F,NA,NA,NA,NA,NA
2009,RW31B,RW31B,NA,NA,90010,09NO0035,experimental nests,NA,M,NA,NA,NA,NA,NA
2009,RW37C,RW37C,1EP48356,0.02626746,90010,1EP48407,control nest,0,M,9.8,10.3,11.7,16.6,3.3333333
2009,RW37C,RW37C,1EP48356,0.02626746,90010,1EP48402,control nest,0,F,7.6,7.8,9.7,15.8,3.4333333
2009,RW37C,RW37C,1EP48356,0.02626746,90010,1EP48406,control nest,0,M,11.4,11.4,12.4,17.3,3.6666667
2009,RW37C,RW37C,1EP48356,0.02626746,90010,1EP48410,control nest,0,F,11,10.8,12.4,16.2,3.8333333
2009,RW37C,RW37C,1EP48356,0.02626746,90010,09NO0071,control nest,0,M,NA,NA,NA,NA,NA
2009,RW31B,RW37C,1EP48356,0.02626746,90010,09NO0044,experimental nests,0,M,NA,NA,NA,NA,NA
2009,RW31B,RW37C,1EP48356,0.02626746,90010,09NO0045,experimental nests,0,M,NA,NA,NA,NA,NA
2009,RW31B,RW37C,1EP48356,0.02626746,90010,09NO0043,experimental nests,0,M,NA,NA,NA,NA,NA
2009,RW31B,RW37C,1EP48356,0.02626746,90010,09NO0040,experimental nests,0,M,NA,NA,NA,NA,NA
2009,RW31B,RW37C,1EP48356,0.02626746,90010,09NO0041,experimental nests,0,M,NA,NA,NA,NA,NA
2009,RW31B,RW37C,1EP48356,0.02626746,90010,09NO0042,experimental nests,0,M,NA,NA,NA,NA,NA
2009,TU73BM,TU11,1EP48365,NA,90003,1EP48480,control nest,0,F,9.2,9.4,8.8,15.2,4.0666667
2009,TU73BM,TU11,1EP48365,NA,90003,1EP48476,control nest,0,F,10.1,9.5,9.5,16.2,4.5333333
2009,TU11,TU11,1EP48365,NA,90003,1EP48488,experimental nests,0,M,10.5,10.3,10.1,15.6,4.6333333
2009,TU11,TU11,1EP48365,NA,90003,1EP48486,experimental nests,0,M,10.9,11.1,11.1,16.3,4.9
2009,TU11,TU11,1EP48365,NA,90003,1EP48489,experimental nests,0,M,11.5,11.4,11.2,16.4,5
2009,TU73BM,TU11,1EP48365,NA,90003,1EP48482,control nest,0,M,10.5,10.3,9.6,17,5.0333333
2009,TU11,TU11,1EP48365,NA,90003,1EP48487,experimental nests,0,M,10.3,9.9,10.7,16.4,6.3666667
2009,TU11,TU11,1EP48365,NA,90003,1EP48485,experimental nests,0,M,11.1,11.4,11.3,15.8,6.5666667
2009,TU73BM,TU11,1EP48365,NA,90003,1EP48481,control nest,0,M,11.8,11.2,9.8,16.4,7
2009,TU73BM,TU11,1EP48365,NA,90003,1EP48483,control nest,1,F,9.8,10.2,9,15.8,3.3666667
2009,TU23B,TU177,1EP48346,NA,90014,1EP47610,control nest,0,F,10.5,11.3,11.2,16.2,5.2
2009,TU177,TU177,1EP48346,NA,90014,1EP47625,experimental nests,0,F,9.7,9.3,10.4,15.7,5.6
2009,TU177,TU177,1EP48346,NA,90014,1EP47627,experimental nests,0,F,7.9,8.7,10.4,15.9,5.8666667
2009,TU177,TU177,1EP48346,NA,90014,1EP47624,experimental nests,0,M,10.1,10.4,10.8,17,6.9
2009,TU23B,TU177,1EP48346,NA,90014,1EP47613,control nest,0,F,10,10.8,11.1,16.3,6.9666667
2009,TU177,TU177,1EP48346,NA,90014,1EP47616,experimental nests,0,F,9,9.4,9.7,16.5,7.5666667
2009,TU23B,TU177,1EP48346,NA,90014,1EP47614,control nest,0,F,7.8,8.9,9.2,15.8,7.9333333
2009,TU23B,TU177,1EP48346,NA,90014,1EP47607,control nest,0,M,10.5,11.5,11.9,17.1,10.4333333
2009,TU177,TU177,1EP48346,NA,90014,1EP47619,experimental nests,0,M,10.1,10.8,11.7,16,11.4333333
2009,TU23B,TU177,1EP48346,NA,90014,1EP47612,control nest,1,M,10.4,11.3,11.4,16.5,6
2009,TU179B,TU179B,1EP48358,-0.102827581,90012,1EP48439,control nest,0,M,7.8,8.6,9.8,15.9,4.8333333
2009,FKIII11,TU179B,1EP48358,-0.102827581,90012,1EP48468,experimental nests,0,F,10.5,10.5,10.8,16.8,4.9333333
2009,FKIII11,TU179B,1EP48358,-0.102827581,90012,1EP48473,experimental nests,0,F,10.5,10.4,10.7,16.2,5.0333333
2009,TU179B,TU179B,1EP48358,-0.102827581,90012,1EP48436,control nest,0,F,10.5,10.6,11.1,16.2,5.2
2009,TU179B,TU179B,1EP48358,-0.102827581,90012,1EP48440,control nest,0,F,10.1,10.3,11.2,15.3,5.9
2009,TU179B,TU179B,1EP48358,-0.102827581,90012,1EP48434,control nest,0,F,9.8,10.3,10.9,16.2,5.9333333
2009,FKIII11,TU179B,1EP48358,-0.102827581,90012,1EP48467,experimental nests,0,F,11.4,11.4,11.7,15.9,6.3
2009,FKIII11,TU179B,1EP48358,-0.102827581,90012,09NO0052,experimental nests,0,M,NA,NA,NA,NA,NA
2009,FKIII11,TU179B,1EP48358,-0.102827581,90012,09NO0053,experimental nests,0,M,NA,NA,NA,NA,NA
2010,GR1,TU186B,NA,NA,100001,1EP48652,experimental nests,NA,NA,9.9,11.1,12.3,16.3,0.2
2010,GR1,TU186B,NA,NA,100001,1EP48648,experimental nests,NA,NA,9.9,10.6,11.5,16,5.4333333
2010,GR1,TU186B,NA,NA,100001,1EP48649,experimental nests,NA,NA,10.9,11.8,12.3,16.5,6.7333333
2010,GR1,TU186B,NA,NA,100001,1EP48642,experimental nests,NA,NA,10.4,11.4,11.7,15.5,6.8
2010,GR1,TU186B,NA,NA,100001,1EP48651,experimental nests,NA,NA,9.6,10.4,10.8,15.9,7.9
2009,TU177,TU23B,1ER03694,0.027000812,90014,1EP47626,experimental nests,0,F,8.6,9.4,10.1,16,3.3333333
2009,TU177,TU23B,1ER03694,0.027000812,90014,1EP47623,experimental nests,0,F,8.9,9.1,9.7,16.5,3.4666667
2009,TU177,TU23B,1ER03694,0.027000812,90014,1EP47621,experimental nests,0,M,10.1,10.4,10.9,16.5,4.0333333
2009,TU23B,TU23B,1ER03694,0.027000812,90014,1EP47606,control nest,0,F,8.7,8.7,9.6,16.3,5.8333333
2009,TU23B,TU23B,1ER03694,0.027000812,90014,1EP47609,control nest,0,M,10.8,11.5,11.3,17,5.9666667
2009,TU23B,TU23B,1ER03694,0.027000812,90014,1EP47611,control nest,0,M,10,11.1,11.4,16.5,6.4666667
2009,TU177,TU23B,1ER03694,0.027000812,90014,1EP47620,experimental nests,0,M,10.3,11,11.5,16.9,7.1
2009,TU177,TU23B,1ER03694,0.027000812,90014,1EP47618,experimental nests,0,M,10.2,10.5,11.8,16.8,10.1333333
2009,TU23B,TU23B,1ER03694,0.027000812,90014,1EP47608,control nest,1,M,10.2,NA,NA,NA,NA
2010,TU58B,TU58B,1EP48372,-0.007014147,100003,1EP48631,experimental nests,0,NA,7.1,7.3,7.8,16,1.4666667
2010,TU58B,TU58B,1EP48372,-0.007014147,100003,1EP48624,experimental nests,0,NA,11.4,10.6,11,16,3.0333333
2010,BO5,TU58B,1EP48372,-0.007014147,100003,1EP48641,control nest,0,NA,10.5,11,10.4,15.3,4.6666667
2010,TU58B,TU58B,1EP48372,-0.007014147,100003,1EP48634,experimental nests,0,NA,10.1,9.8,10.6,16.2,4.7666667
2010,BO5,TU58B,1EP48372,-0.007014147,100003,1EP48637,control nest,0,NA,11.4,12.2,12.2,16.4,5.9666667
2010,TU58B,TU58B,1EP48372,-0.007014147,100003,1EP48629,experimental nests,0,NA,9.8,10.6,11.1,16.1,6.3666667
2010,BO5,TU58B,1EP48372,-0.007014147,100003,1EP48635,control nest,0,NA,10.5,10.7,10.2,15.6,6.4333333
2010,TU58B,TU58B,1EP48372,-0.007014147,100003,1EP48633,experimental nests,0,NA,10.7,10.8,10.9,16.8,6.9333333
2010,BO5,TU58B,1EP48372,-0.007014147,100003,1EP48640,control nest,0,NA,10.4,10.8,10.6,15.2,6.9666667
2010,TU58B,TU58B,1EP48372,-0.007014147,100003,NONE0111,experimental nests,0,NA,NA,NA,NA,NA,NA
2009,TU73BM,TU73BM,NA,NA,90003,1EP48478,control nest,NA,M,11.5,10.9,10.5,16.3,4.4
2009,TU11,TU73BM,NA,NA,90003,1EP48484,experimental nests,NA,F,10.4,10.6,10.6,16.5,4.8333333
2009,TU11,TU73BM,NA,NA,90003,1EP48493,experimental nests,NA,F,10.2,10.8,10.4,16.7,5.1
2009,TU73BM,TU73BM,NA,NA,90003,1EP48477,control nest,NA,F,10,10.5,9.6,17.3,6.9
2009,TU73BM,TU73BM,NA,NA,90003,1EP48479,control nest,NA,M,10.9,11.4,10.2,17.2,8.4
2009,TU73BM,TU73BM,NA,NA,90003,09NO0077,control nest,NA,M,NA,NA,NA,NA,NA
2009,TU73BM,TU73BM,NA,NA,90003,09NO0076,control nest,NA,F,NA,NA,NA,NA,NA
2009,TU11,TU73BM,NA,NA,90003,09NO0074,experimental nests,NA,F,NA,NA,NA,NA,NA
2009,TU11,TU73BM,NA,NA,90003,09NO0072,experimental nests,NA,M,NA,NA,NA,NA,NA
2009,TU11,TU73BM,NA,NA,90003,09NO0073,experimental nests,NA,M,NA,NA,NA,NA,NA
2009,BS28B,TU88B,1EP48377,0.009889867,90011,1EP48828,experimental nests,0,F,6.9,9.3,7.8,14.5,2.4333333
2009,BS28B,TU88B,1EP48377,0.009889867,90011,1EP48835,experimental nests,0,M,7.4,6.7,7.6,14,2.8666667
2009,BS28B,TU88B,1EP48377,0.009889867,90011,1EP48834,experimental nests,0,F,6.2,6.5,7.4,14.4,3.1666667
2009,BS28B,TU88B,1EP48377,0.009889867,90011,1EP48829,experimental nests,0,M,7.1,7.3,8.3,15.4,3.7666667
2009,TU88B,TU88B,1EP48377,0.009889867,90011,1EP48840,control nest,0,M,8.3,9.8,9.8,15.3,4.2333333
2009,BS28B,TU88B,1EP48377,0.009889867,90011,1EP48830,experimental nests,0,F,7.7,8,8.7,14.8,4.5666667
2009,TU88B,TU88B,1EP48377,0.009889867,90011,1EP48848,control nest,0,M,9.8,9.8,10.5,15.7,5.0666667
2009,TU88B,TU88B,1EP48377,0.009889867,90011,1EP48843,control nest,1,F,9.4,10.3,8.8,15.6,5.2666667
2009,TU88B,TU88B,1EP48377,0.009889867,90011,1EP48845,control nest,1,F,10.2,10.1,10.1,15.4,6.3
2009,TU88B,TU88B,1EP48377,0.009889867,90011,1EP48841,control nest,1,M,10,10.7,10.7,14.9,6.7666667
2009,BS28B,TU88B,1EP48377,0.009889867,90011,09NO0050,experimental nests,NA,F,NA,NA,NA,NA,NA
