"RearingBrood","ChickID","NatalBrood","CrossFosteredYN","AvgOfMass","AvgOfTarsus","AvgOfAge","nMeasures","dam","sire","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","NbHatched","XPriorResidence","GenPairID","ResMassTarsus_perChick","MeanLogAdev","MeanLogSdev","MeanLogAdevAgeCat6","MeanLogSdevAgeCat6","MeanLogAdevAgeCat10","MeanLogSdevAgeCat10","MeanTotalProRateAgeCat6","MeanTotalProRateAgeCat10"
1856,8213,1856,0,23.1000003814697,19.2000007629395,12,1,6530,7200,4,14,1.62,12.38,21.1183209741809,6.5,-0.9,7.4,6530,7200,"72006530",2014,115,1,4,FALSE,"72006530",-2.28421990326929,0.0881066502134932,-0.121660887114712,0.235380277762647,0.0107239633629756,-0.0591669773356603,-0.2540457375924,17.607223476298,24.6294184720639
1857,8200,1855,1,21.5,18.2999992370605,12,1,5014,4895,3,10.5,-0.32,10.82,16.8673121490328,3.5,-1.385,4.885,5625,5195,"51955625",2014,114,7,4,TRUE,"48955014",-1.79760039508435,-0.0202303194583009,-0.29744196338644,0,-0.297632403304949,-0.0404606389166018,-0.297251523467932,10.0961538461538,23.6384704519119
1857,8201,1855,1,22.2999992370605,18.1000003814697,12,1,5014,4895,3,10.5,-0.32,10.82,16.8673121490328,3.5,-1.385,4.885,5625,5195,"51955625",2014,114,7,4,TRUE,"48955014",-0.533911288635749,-0.0202303194583009,-0.29744196338644,0,-0.297632403304949,-0.0404606389166018,-0.297251523467932,10.0961538461538,23.6384704519119
1857,8204,1857,0,24,17.7999992370605,12,1,5625,5195,3,10.5,-0.32,10.82,16.8673121490328,3.5,-1.385,4.885,5625,5195,"51955625",2014,114,7,4,TRUE,"51955625",1.86163091156077,-0.0202303194583009,-0.29744196338644,0,-0.297632403304949,-0.0404606389166018,-0.297251523467932,10.0961538461538,23.6384704519119
1859,8214,1859,0,23.3999996185303,19.2999992370605,12,1,4723,6461,1,6,-0.0800000000000001,6.08,7.03204587916808,1,-0.31,1.31,4723,6461,"64614723",2014,117,3,1,FALSE,"64614723",-2.2160633898443,-0.0212517018443378,-0.161524608144536,0.00945633524203544,-0.392042087776024,-0.0519597389307111,0.0689928714869514,9.29678188319428,4.76730987514189
1864,8239,1864,0,23.7999992370605,16.7999992370605,12,1,6451,5623,1,15,5.82,9.18,13.754126797605,6,2.255,3.745,6451,5623,"56236451",2014,121,4,1,TRUE,"56236451",3.98009276191152,0.54146211381769,0.535685834408914,0.681451140796754,0.739939342066704,0.401473086838627,0.331432326751124,8.46063454759107,19.047619047619
1875,8280,1875,0,25.3999996185303,18.7999992370605,12,1,NA,NA,2,12,1.3,10.7,9.49152542372881,1,-1.6,2.6,4059,4768,"47684059",2014,126,10,2,FALSE,"NANA",0.943167916800821,0.109814866007207,-0.725937003382936,0.109814866007207,-0.725937003382936,NA,NA,9.49152542372881,NA
1875,8281,1875,0,25.3999996185303,20,12,1,4059,4768,2,12,1.3,10.7,9.49152542372881,1,-1.6,2.6,4059,4768,"47684059",2014,126,10,2,FALSE,"47684059",-1.83898898799418,0.109814866007207,-0.725937003382936,0.109814866007207,-0.725937003382936,NA,NA,9.49152542372881,NA
1880,8309,1881,1,9.89999961853027,12.6000003814697,12,1,6643,7814,1,5.5,0.0899999999999999,5.41,10.9527416999242,0.5,-0.745,1.245,6290,6902,"69026290",2015,23,1,2,FALSE,"78146643",-0.182366534069602,0.0095645849544977,-0.638797472098275,0.0191291699089954,-0.444685821261446,0,-0.832909122935104,10.9839816933638,10.9215017064846
1880,8310,1881,1,20.6000003814697,16.6000003814697,12,1,6643,7814,1,5.5,0.0899999999999999,5.41,10.9527416999242,0.5,-0.745,1.245,6290,6902,"69026290",2015,23,1,2,FALSE,"78146643",1.24378377570883,0.0095645849544977,-0.638797472098275,0.0191291699089954,-0.444685821261446,0,-0.832909122935104,10.9839816933638,10.9215017064846
1881,8312,1880,1,13.1000003814697,14.3999996185303,12,1,6290,6902,2,9,-0.359999999999999,9.36,12.9840546697039,4,0.46,3.54,6643,7814,"78146643",2015,23,1,3,TRUE,"69026290",-1.15559670620615,-0.0371943700080488,0.107832704803215,-0.0371943700080488,0.107832704803215,NA,NA,12.9840546697039,NA
1881,8313,1880,1,16.7999992370605,16.2999992370605,12,1,6290,6902,2,9,-0.359999999999999,9.36,12.9840546697039,4,0.46,3.54,6643,7814,"78146643",2015,23,1,3,TRUE,"69026290",-1.86067593144335,-0.0371943700080488,0.107832704803215,-0.0371943700080488,0.107832704803215,NA,NA,12.9840546697039,NA
1883,8341,1885,1,20.2000007629395,18.3999996185303,12,1,6536,7074,3,26,2.19,23.81,25.6190981761257,12.5,-0.455,12.955,6250,6862,"68626250",2015,35,1,3,TRUE,"70746536",-3.32944677789734,0.0875322885389593,-0.0970419698857845,0.0982933484347338,-0.278641327799632,0.0767712286431847,0.084557388028063,22.1724524076148,29.0657439446367
1883,8342,1885,1,19.6000003814697,17.3999996185303,12,1,6536,7074,3,26,2.19,23.81,25.6190981761257,12.5,-0.455,12.955,6250,6862,"68626250",2015,35,1,3,TRUE,"70746536",-1.61098454607689,0.0875322885389593,-0.0970419698857845,0.0982933484347338,-0.278641327799632,0.0767712286431847,0.084557388028063,22.1724524076148,29.0657439446367
1883,8343,1885,1,24.5,18.7999992370605,12,1,6536,7074,3,26,2.19,23.81,25.6190981761257,12.5,-0.455,12.955,6250,6862,"68626250",2015,35,1,3,TRUE,"70746536",0.0431682982705228,0.0875322885389593,-0.0970419698857845,0.0982933484347338,-0.278641327799632,0.0767712286431847,0.084557388028063,22.1724524076148,29.0657439446367
1885,8338,1883,1,14.8000001907349,13.5,12,1,6250,6862,4,36,6.23,29.77,34.9944413021006,27,6.055,20.945,6536,7074,"70746536",2015,35,1,4,TRUE,"68626250",2.63101857059704,0.197380895059797,0.225286012726345,0.232622295268753,0.173532705933349,0.16213949485084,0.277039319519342,23.728813559322,46.2600690448792
1885,8339,1883,1,23.6000003814697,16.3999996185303,12,1,6250,6862,4,36,6.23,29.77,34.9944413021006,27,6.055,20.945,6536,7074,"70746536",2015,35,1,4,TRUE,"68626250",4.70747806721336,0.197380895059797,0.225286012726345,0.232622295268753,0.173532705933349,0.16213949485084,0.277039319519342,23.728813559322,46.2600690448792
1885,8340,1883,1,16.7999992370605,15.3999996185303,12,1,6250,6862,4,36,6.23,29.77,34.9944413021006,27,6.055,20.945,6536,7074,"70746536",2015,35,1,4,TRUE,"68626250",0.225939536094405,0.197380895059797,0.225286012726345,0.232622295268753,0.173532705933349,0.16213949485084,0.277039319519342,23.728813559322,46.2600690448792
1885,8344,1885,0,14.5,14.5,12,1,6536,7074,4,36,6.23,29.77,34.9944413021006,27,6.055,20.945,6536,7074,"70746536",2015,35,1,4,TRUE,"70746536",0.0125557665718917,0.197380895059797,0.225286012726345,0.232622295268753,0.173532705933349,0.16213949485084,0.277039319519342,23.728813559322,46.2600690448792
1887,8346,1887,0,16.6000003814697,16.3999996185303,12,1,4723,6461,2,10,-0.5,10.5,13.1185270425777,2,-0.69,2.69,4723,6461,"64614723",2015,37,4,3,TRUE,"64614723",-2.29252193278664,-0.0465200156348928,-0.243730184922598,-0.0465200156348928,-0.243730184922598,NA,NA,13.1185270425777,NA
1887,8348,1887,0,17.3999996185303,17.2999992370605,12,1,4723,5675,2,10,-0.5,10.5,13.1185270425777,2,-0.69,2.69,4723,6461,"64614723",2015,37,4,3,TRUE,"56754723",-3.57913816326381,-0.0465200156348928,-0.243730184922598,-0.0465200156348928,-0.243730184922598,NA,NA,13.1185270425777,NA
1889,8351,1889,0,15.6999998092651,16.2000007629395,12,1,6955,6924,3,19,1.48,17.52,22.5507757260263,8.5,0.0549999999999997,8.445,6955,6924,"69246955",2015,39,1,4,FALSE,"69246955",-2.72883263560314,0.0795317342883996,0.00861474176453341,0.0756818596377481,-0.00569802111463778,0.083381608939051,0.0229275046437046,26.1185006045949,18.9830508474576
1889,8353,1889,0,18.5,16.2999992370605,12,1,6955,6924,3,19,1.48,17.52,22.5507757260263,8.5,0.0549999999999997,8.445,6955,6924,"69246955",2015,39,1,4,FALSE,"69246955",-0.160675168503852,0.0795317342883996,0.00861474176453341,0.0756818596377481,-0.00569802111463778,0.083381608939051,0.0229275046437046,26.1185006045949,18.9830508474576
1889,8354,1889,0,18.1000003814697,16.2999992370605,12,1,6955,5195,3,19,1.48,17.52,22.5507757260263,8.5,0.0549999999999997,8.445,6955,6924,"69246955",2015,39,1,4,FALSE,"51956955",-0.560674787034151,0.0795317342883996,0.00861474176453341,0.0756818596377481,-0.00569802111463778,0.083381608939051,0.0229275046437046,26.1185006045949,18.9830508474576
1893,8370,1893,0,22.7000007629395,17.6000003814697,12,1,6967,7160,3,18.5,1.91,16.59,23.7039641650486,11,2.05,8.95,6967,7160,"71606967",2015,44,1,4,TRUE,"71606967",1.02532154388837,0.115308503797695,0.195781665008929,0.228563618783549,0.189202317886177,0.00205338881184201,0.202361012131681,23.9179954441913,23.489932885906
1893,8371,1893,0,20.7000007629395,17.7999992370605,12,1,6967,7160,3,18.5,1.91,16.59,23.7039641650486,11,2.05,8.95,6967,7160,"71606967",2015,44,1,4,TRUE,"71606967",-1.43836832549973,0.115308503797695,0.195781665008929,0.228563618783549,0.189202317886177,0.00205338881184201,0.202361012131681,23.9179954441913,23.489932885906
1893,8372,1894,1,22.3999996185303,18,12,1,5284,7900,3,18.5,1.91,16.59,23.7039641650486,11,2.05,8.95,6967,7160,"71606967",2015,44,1,4,TRUE,"79005284",-0.202063761413685,0.115308503797695,0.195781665008929,0.228563618783549,0.189202317886177,0.00205338881184201,0.202361012131681,23.9179954441913,23.489932885906
1894,8368,1893,1,8.30000019073486,12.5,12,1,6967,7160,2,18,3.22,14.78,22.8589024137345,12,4.465,7.535,5284,7900,"79005284",2015,44,1,3,TRUE,"71606967",-1.55051881611275,0.118587986533417,0.500558796326323,0.237175973066833,0.401626331800999,0,0.599491260851647,26.145251396648,19.5725534308211
1894,8369,1893,1,22.7000007629395,18.3999996185303,12,1,6967,7160,2,18,3.22,14.78,22.8589024137345,12,4.465,7.535,5284,7900,"79005284",2015,44,1,3,TRUE,"71606967",-0.829446777897342,0.118587986533417,0.500558796326323,0.237175973066833,0.401626331800999,0,0.599491260851647,26.145251396648,19.5725534308211
1894,8382,1894,0,15.5,15,12,1,5284,7900,2,18,3.22,14.78,22.8589024137345,12,4.465,7.535,5284,7900,"79005284",2015,44,1,3,TRUE,"79005284",-0.146675540073233,0.118587986533417,0.500558796326323,0.237175973066833,0.401626331800999,0,0.599491260851647,26.145251396648,19.5725534308211
1896,8361,1897,1,18.8999996185303,15.6000003814697,12,1,6974,6921,3,26.5,2.74,23.76,23.8879829687005,12.5,-1.515,14.015,6724,6786,"67866724",2015,43,1,3,TRUE,"69216974",1.86224562605968,0.131713991272526,-0.08960015999482,0.219491690895439,-0.0495224966811073,0.0439362916496138,-0.129677823308533,16.1616161616162,31.6143497757848
1896,8362,1897,1,19.1000003814697,15,12,1,6974,6687,3,26.5,2.74,23.76,23.8879829687005,12.5,-1.515,14.015,6724,6786,"67866724",2015,43,1,3,TRUE,"66876974",3.45332484139647,0.131713991272526,-0.08960015999482,0.219491690895439,-0.0495224966811073,0.0439362916496138,-0.129677823308533,16.1616161616162,31.6143497757848
1896,8363,1897,1,19.6000003814697,15.1999998092651,12,1,6974,6921,3,26.5,2.74,23.76,23.8879829687005,12.5,-1.515,14.015,6724,6786,"67866724",2015,43,1,3,TRUE,"69216974",3.48963276095016,0.131713991272526,-0.08960015999482,0.219491690895439,-0.0495224966811073,0.0439362916496138,-0.129677823308533,16.1616161616162,31.6143497757848
1897,8365,1896,1,23.3999996185303,19.2000007629395,12,1,6724,6786,2,21,0.329999999999998,20.67,21.3982102908277,9.5,-0.399999999999999,9.9,6974,6921,"69216974",2015,43,2,4,FALSE,"67866724",-1.98422066620869,0.00568604229260994,-0.0383175689443058,0.15605725809784,-0.0324102441507545,-0.14468517351262,-0.0442248937378571,19.4630872483221,23.3333333333333
1897,8367,1896,1,21.5,18.2000007629395,12,1,6724,6786,2,21,0.329999999999998,20.67,21.3982102908277,9.5,-0.399999999999999,9.9,6974,6921,"69216974",2015,43,2,4,FALSE,"67866724",-1.56575767144874,0.00568604229260994,-0.0383175689443058,0.15605725809784,-0.0324102441507545,-0.14468517351262,-0.0442248937378571,19.4630872483221,23.3333333333333
1902,8390,1902,0,21.7000007629395,18.3999996185303,12,1,6384,5424,2,20,0.48,19.52,23.6871116317751,12,0.195,11.805,6384,5424,"54246384",2015,50,1,2,FALSE,"54246384",-1.82944677789734,0.0278240582101851,0.0240068270685972,0.0822674026956476,0.0957450569583843,-0.0266192862752774,-0.0477314028211899,21.6704288939052,25.703794369645
1902,8391,1902,0,22.6000003814697,18.8999996185303,12,1,6384,5424,2,20,0.48,19.52,23.6871116317751,12,0.195,11.805,6384,5424,"54246384",2015,50,1,2,FALSE,"54246384",-2.08867846601227,0.0278240582101851,0.0240068270685972,0.0822674026956476,0.0957450569583843,-0.0266192862752774,-0.0477314028211899,21.6704288939052,25.703794369645
1904,8403,1906,1,16.8999996185303,16.6000003814697,13,1,6370,8188,3,25,8.44,16.56,22.4744608399546,17,7.59,9.41,7942,7814,"78147942",2015,52,1,5,FALSE,"81886370",-2.45621698723058,0.401941910100848,0.568656532587572,0.401941910100848,0.568656532587572,NA,NA,22.4744608399546,NA
1904,8406,1906,1,18.3999996185303,15.3999996185303,13,1,6370,8188,3,25,8.44,16.56,22.4744608399546,17,7.59,9.41,7942,7814,"78147942",2015,52,1,5,FALSE,"81886370",1.8259399175642,0.401941910100848,0.568656532587572,0.401941910100848,0.568656532587572,NA,NA,22.4744608399546,NA
1906,8398,1904,1,24.6000003814697,18.3999996185303,12,1,7942,7814,2,18.5,0.98,17.52,19.7541974134163,8.5,0.4,8.1,6370,8188,"81886370",2015,52,1,4,FALSE,"78147942",1.07055284063286,0.0509182866562051,0.0247665913070993,0.0184549643733591,-0.0626135927279868,0.083381608939051,0.112146775342185,16.8539325842697,22.6544622425629
1906,8400,1904,1,20.8999996185303,18.3999996185303,12,1,7942,6808,2,18.5,0.98,17.52,19.7541974134163,8.5,0.4,8.1,6370,8188,"81886370",2015,52,1,4,FALSE,"68087942",-2.62944792230654,0.0509182866562051,0.0247665913070993,0.0184549643733591,-0.0626135927279868,0.083381608939051,0.112146775342185,16.8539325842697,22.6544622425629
1908,8408,1909,1,16.6000003814697,16,12,1,4967,7267,2,9,-2.1,11.1,11.8466898954704,2,-1.02,3.02,7641,5675,"56757641",2015,53,2,4,TRUE,"72674967",-1.36513777189378,-0.199713299505824,-0.342170257735851,-0.199713299505824,-0.342170257735851,NA,NA,11.8466898954704,NA
1908,8409,1909,1,13.6000003814697,15.8999996185303,12,1,4967,7267,2,9,-2.1,11.1,11.8466898954704,2,-1.02,3.02,7641,5675,"56757641",2015,53,2,4,TRUE,"72674967",-4.13329062614152,-0.199713299505824,-0.342170257735851,-0.199713299505824,-0.342170257735851,NA,NA,11.8466898954704,NA
1908,8411,1909,1,6.80000019073486,12.5,12,1,4967,7267,2,9,-2.1,11.1,11.8466898954704,2,-1.02,3.02,7641,5675,"56757641",2015,53,2,4,TRUE,"72674967",-3.05051881611275,-0.199713299505824,-0.342170257735851,-0.199713299505824,-0.342170257735851,NA,NA,11.8466898954704,NA
1909,8412,1909,0,14.8000001907349,16.7000007629395,12,1,4967,7267,4,27.5,5.81,21.69,32.1303841676367,19,3.635,15.365,4967,7267,"72674967",2015,53,2,5,FALSE,"72674967",-4.78806356077846,0.18519994819906,0.0240338599405761,0.077402517882993,-0.232873835956786,0.292997378515126,0.280941555837938,19.557625145518,44.7031431897555
1909,8413,1908,1,19.3999996185303,17.3999996185303,12,1,7641,6461,4,27.5,5.81,21.69,32.1303841676367,19,3.635,15.365,4967,7267,"72674967",2015,53,2,5,FALSE,"64617641",-1.81098530901629,0.18519994819906,0.0240338599405761,0.077402517882993,-0.232873835956786,0.292997378515126,0.280941555837938,19.557625145518,44.7031431897555
1909,8414,1908,1,22.1000003814697,18.2000007629395,12,1,7641,5675,4,27.5,5.81,21.69,32.1303841676367,19,3.635,15.365,4967,7267,"72674967",2015,53,2,5,FALSE,"56757641",-0.965757289979037,0.18519994819906,0.0240338599405761,0.077402517882993,-0.232873835956786,0.292997378515126,0.280941555837938,19.557625145518,44.7031431897555
1909,8415,1908,1,18.6000003814697,18.2000007629395,12,1,7641,6461,4,27.5,5.81,21.69,32.1303841676367,19,3.635,15.365,4967,7267,"72674967",2015,53,2,5,FALSE,"64617641",-4.46575728997904,0.18519994819906,0.0240338599405761,0.077402517882993,-0.232873835956786,0.292997378515126,0.280941555837938,19.557625145518,44.7031431897555
1913,8424,1913,0,17.1000003814697,17.2000007629395,12,1,7897,6808,3,21,2.83,18.17,27.7759386706159,14,2.98,11.02,7897,6808,"68087897",2015,57,2,5,TRUE,"68087897",-3.64729467668879,0.113016085937449,0.203353181988776,0.213540683980868,0.290763738989189,0.0124914878940291,0.115942624988363,27.8595696489241,27.6923076923077
1913,8425,1913,0,12.5,15.3000001907349,12,1,7897,6808,3,21,2.83,18.17,27.7759386706159,14,2.98,11.02,7897,6808,"68087897",2015,57,2,5,TRUE,"68087897",-3.84221476627204,0.113016085937449,0.203353181988776,0.213540683980868,0.290763738989189,0.0124914878940291,0.115942624988363,27.8595696489241,27.6923076923077
1913,8427,1913,0,17.5,16.3999996185303,12,1,7897,6808,3,21,2.83,18.17,27.7759386706159,14,2.98,11.02,7897,6808,"68087897",2015,57,2,5,TRUE,"68087897",-1.39252231425634,0.113016085937449,0.203353181988776,0.213540683980868,0.290763738989189,0.0124914878940291,0.115942624988363,27.8595696489241,27.6923076923077
1914,8428,1916,1,14.8000001907349,16.1000003814697,12,1,8304,6648,2,11,2.44,8.56,10.3926096997691,2,0.0900000000000001,1.91,4854,6923,"69234854",2015,59,1,3,FALSE,"66488304",-3.39698510838085,0.238477915314316,0.0366639843715913,0.238477915314316,0.0366639843715913,NA,NA,10.3926096997691,NA
1914,8430,1916,1,21.6000003814697,17.3999996185303,12,1,8304,6461,2,11,2.44,8.56,10.3926096997691,2,0.0900000000000001,1.91,4854,6923,"69234854",2015,59,1,3,FALSE,"64618304",0.38901545392311,0.238477915314316,0.0366639843715913,0.238477915314316,0.0366639843715913,NA,NA,10.3926096997691,NA
1916,8434,1914,1,23.7000007629395,19.6000003814697,12,1,4854,6923,1,9.5,0.280000000000001,9.22,14.4805386537873,3.5,0.585,2.915,8304,6648,"66488304",2015,59,1,5,FALSE,"69234854",-2.61160368269213,0.019620914232861,0.0890764017935962,0.0986199990439835,-0.188966099512623,-0.0593781705782615,0.367118903099816,10.2974828375286,18.6635944700461
1918,8444,1918,0,20.7000007629395,16.1000003814697,12,1,6643,7814,2,2,0,2,16.5071770334928,1,0.09,0.91,6643,7814,"78146643",2015,61,2,3,TRUE,"78146643",2.50301546382375,0,0.0618754037180875,NA,NA,0,0.0618754037180875,NA,16.5071770334928
1918,8446,1918,0,9.80000019073486,13.3999996185303,12,1,6643,5675,2,2,0,2,16.5071770334928,1,0.09,0.91,6643,7814,"78146643",2015,61,2,3,TRUE,"56756643",-2.13713428365074,0,0.0618754037180875,NA,NA,0,0.0618754037180875,NA,16.5071770334928
1919,8436,1917,1,19.5,16.6000003814697,12,1,7679,7814,2,12,1.7,10.3,12.1212121212121,5,2.15,2.85,8055,6923,"69238055",2015,59,1,3,FALSE,"78147679",0.143783394239126,0.146182510178081,0.49578774640145,0.146182510178081,0.49578774640145,NA,NA,12.1212121212121,NA
1919,8437,1917,1,11.5,13.1999998092651,12,1,7679,5466,2,12,1.7,10.3,12.1212121212121,5,2.15,2.85,8055,6923,"69238055",2015,59,1,3,FALSE,"54667679",0.0265576060609522,0.146182510178081,0.49578774640145,0.146182510178081,0.49578774640145,NA,NA,12.1212121212121,NA
1921,8460,1923,1,26.7000007629395,20.2999992370605,12,1,6245,6687,2,14,2.11,11.89,13.674072882609,4,-0.225,4.225,7040,6887,"68877040",2015,64,1,3,FALSE,"66876245",-1.23452485872535,0.18025703485508,0.0218430873377507,0.0883629392892552,-0.358451143339988,0.272151130420904,0.40213731801549,15.4747948417351,11.8733509234828
1921,8461,1923,1,27.2999992370605,20.3999996185303,12,1,6245,6687,2,14,2.11,11.89,13.674072882609,4,-0.225,4.225,7040,6887,"68877040",2015,64,1,3,FALSE,"66876245",-0.86637353035684,0.18025703485508,0.0218430873377507,0.0883629392892552,-0.358451143339988,0.272151130420904,0.40213731801549,15.4747948417351,11.8733509234828
1922,8470,1922,0,19.1000003814697,18.1000003814697,12,1,8063,7615,4,31.5,4.33,27.17,34.4147157190636,24.5,4.71,19.79,8063,7532,"75328063",2015,66,1,5,FALSE,"76158063",-3.73391014422655,0.0948374209196057,0.181393109400801,-0.0203966279076457,0.136241829459292,0.210071469746857,0.22654438934231,20,48.8294314381271
1922,8471,1922,0,17.7000007629395,17.2999992370605,12,1,8063,7532,4,31.5,4.33,27.17,34.4147157190636,24.5,4.71,19.79,8063,7532,"75328063",2015,66,1,5,FALSE,"75328063",-3.2791370188546,0.0948374209196057,0.181393109400801,-0.0203966279076457,0.136241829459292,0.210071469746857,0.22654438934231,20,48.8294314381271
1922,8472,1922,0,19.3999996185303,17.2999992370605,12,1,8063,7532,4,31.5,4.33,27.17,34.4147157190636,24.5,4.71,19.79,8063,7532,"75328063",2015,66,1,5,FALSE,"75328063",-1.5791381632638,0.0948374209196057,0.181393109400801,-0.0203966279076457,0.136241829459292,0.210071469746857,0.22654438934231,20,48.8294314381271
1922,8473,1922,0,9.89999961853027,14.6999998092651,12,1,8063,7532,4,31.5,4.33,27.17,34.4147157190636,24.5,4.71,19.79,8063,7532,"75328063",2015,66,1,5,FALSE,"75328063",-5.05113669534415,0.0948374209196057,0.181393109400801,-0.0203966279076457,0.136241829459292,0.210071469746857,0.22654438934231,20,48.8294314381271
1922,8474,1922,0,20.5,16.5,12,1,8063,7532,4,31.5,4.33,27.17,34.4147157190636,24.5,4.71,19.79,8063,7532,"75328063",2015,66,1,5,FALSE,"75328063",1.37563053999139,0.0948374209196057,0.181393109400801,-0.0203966279076457,0.136241829459292,0.210071469746857,0.22654438934231,20,48.8294314381271
1923,8463,1923,0,20.5,17.8999996185303,12,1,6245,6687,3,2,0,2,18.1598062953995,2,1.06,0.94,6245,6687,"66876245",2015,64,1,4,FALSE,"66876245",-1.87021623419172,0,0.551647618286246,0,0.551647618286246,NA,NA,18.1598062953995,NA
1923,8464,1921,1,19.2999992370605,17,12,1,7040,6887,3,2,0,2,18.1598062953995,2,1.06,0.94,6245,6687,"66876245",2015,64,1,4,FALSE,"68877040",-0.983601529593232,0,0.551647618286246,0,0.551647618286246,NA,NA,18.1598062953995,NA
1923,8465,1921,1,18.5,17.6000003814697,12,1,7040,6887,3,2,0,2,18.1598062953995,2,1.06,0.94,6245,6687,"66876245",2015,64,1,4,FALSE,"68877040",-3.17467921905112,0,0.551647618286246,0,0.551647618286246,NA,NA,18.1598062953995,NA
1924,8467,1924,0,23.2000007629395,19.5,12,1,7947,7689,2,21,1.34,19.66,26.2107710189849,12.5,1.115,11.385,7947,7689,"76897947",2015,65,1,4,FALSE,"76897947",-2.87975653693986,0.0622701994296431,0.0995283365134599,0.0464685369084651,0.166105917714761,0.078071861950821,0.0329507553121592,22.7586206896552,29.6629213483146
1924,8468,1924,0,22.3999996185303,18.3999996185303,12,1,7947,7689,2,21,1.34,19.66,26.2107710189849,12.5,1.115,11.385,7947,7689,"76897947",2015,65,1,4,FALSE,"76897947",-1.12944792230654,0.0622701994296431,0.0995283365134599,0.0464685369084651,0.166105917714761,0.078071861950821,0.0329507553121592,22.7586206896552,29.6629213483146
1926,8480,1927,1,21.3999996185303,18.2000007629395,12,1,6555,6492,3,20.5,3.45,17.05,23.8471758122308,13,4.02,8.98,5625,5195,"51955625",2015,67,8,3,TRUE,"64926555",-1.66575805291844,0.186465949370726,0.332064779334583,0.235380277762647,0.281479128327173,0.137551620978806,0.382650430341993,14.9152542372881,32.7790973871734
1926,8481,1927,1,21.6000003814697,19.3999996185303,12,1,6555,6492,3,20.5,3.45,17.05,23.8471758122308,13,4.02,8.98,5625,5195,"51955625",2015,67,8,3,TRUE,"64926555",-4.24790977265739,0.186465949370726,0.332064779334583,0.235380277762647,0.281479128327173,0.137551620978806,0.382650430341993,14.9152542372881,32.7790973871734
1926,8482,1927,1,20.5,18.6000003814697,12,1,6555,6492,3,20.5,3.45,17.05,23.8471758122308,13,4.02,8.98,5625,5195,"51955625",2015,67,8,3,TRUE,"64926555",-3.49314183234137,0.186465949370726,0.332064779334583,0.235380277762647,0.281479128327173,0.137551620978806,0.382650430341993,14.9152542372881,32.7790973871734
1927,8477,1926,1,22.1000003814697,17.2000007629395,12,1,5625,5195,4,33.5,8.17,25.33,36.2373737373738,22.5,5.545,16.955,6555,6492,"64926555",2015,67,4,4,FALSE,"51955625",1.35270532331121,0.250008465195816,0.159907732204927,0.0416084672308685,-0.152161124333877,0.458408463160764,0.47197658874373,23.8636363636364,48.6111111111111
1927,8478,1926,1,24.7000007629395,18.2000007629395,12,1,5625,5195,4,33.5,8.17,25.33,36.2373737373738,22.5,5.545,16.955,6555,6492,"64926555",2015,67,4,4,FALSE,"51955625",1.63424309149076,0.250008465195816,0.159907732204927,0.0416084672308685,-0.152161124333877,0.458408463160764,0.47197658874373,23.8636363636364,48.6111111111111
1927,8479,1926,1,23.1000003814697,19.1000003814697,12,1,5625,6927,4,33.5,8.17,25.33,36.2373737373738,22.5,5.545,16.955,6555,6492,"64926555",2015,67,4,4,FALSE,"69275625",-2.0523727575168,0.250008465195816,0.159907732204927,0.0416084672308685,-0.152161124333877,0.458408463160764,0.47197658874373,23.8636363636364,48.6111111111111
1927,8483,1927,0,11.6999998092651,15.5,12,1,6555,6492,4,33.5,8.17,25.33,36.2373737373738,22.5,5.545,16.955,6555,6492,"64926555",2015,67,4,4,FALSE,"64926555",-5.10590703745326,0.250008465195816,0.159907732204927,0.0416084672308685,-0.152161124333877,0.458408463160764,0.47197658874373,23.8636363636364,48.6111111111111
1928,8486,1928,0,21.2000007629395,17.8999996185303,12,1,6952,7710,5,41.5,4.38,37.12,44.2516431830893,35,4.73,30.27,6952,7710,"77106952",2015,68,1,5,FALSE,"77106952",-1.17021547125222,0.108435274848924,0.143348071378632,0.122108165031845,0.141775462399605,0.0947623846660029,0.144920680357659,52.0578420467186,36.4454443194601
1928,8487,1928,0,13,14.6000003814697,12,1,6952,7710,5,41.5,4.38,37.12,44.2516431830893,35,4.73,30.27,6952,7710,"77106952",2015,68,1,5,FALSE,"77106952",-1.71929137918037,0.108435274848924,0.143348071378632,0.122108165031845,0.141775462399605,0.0947623846660029,0.144920680357659,52.0578420467186,36.4454443194601
1928,8488,1928,0,20.6000003814697,18.3999996185303,12,1,6952,7710,5,41.5,4.38,37.12,44.2516431830893,35,4.73,30.27,6952,7710,"77106952",2015,68,1,5,FALSE,"77106952",-2.92944715936714,0.108435274848924,0.143348071378632,0.122108165031845,0.141775462399605,0.0947623846660029,0.144920680357659,52.0578420467186,36.4454443194601
1928,8489,1928,0,17.6000003814697,16.5,12,1,6952,7710,5,41.5,4.38,37.12,44.2516431830893,35,4.73,30.27,6952,7710,"77106952",2015,68,1,5,FALSE,"77106952",-1.52436907853891,0.108435274848924,0.143348071378632,0.122108165031845,0.141775462399605,0.0947623846660029,0.144920680357659,52.0578420467186,36.4454443194601
