ind	date_mesure	obs	wing	mass	tarsed	bill
483_MURE	14/05/2014	GDM	64	9,4	16,6	6,43
484_MURE	23/05/2014	CGE	62	9,4	16,15	6,28
484_MURE	24/03/2014	GDM	64	NA	16,26	6,67
484_MURE	27/03/2015	SP	64	9,3	16,22	6,18
485_MURE	11/05/2014	CF	60	9,3	15,8	6,63
485_MURE	26/03/2014	AC	60,5	8,6	15,84	6,15
486_MURE	18/05/2015	ST	61	9,6	17,15	6,41
487_MURE	10/05/2015	GDM	62	9,5	16,43	6,32
487_MURE	23/03/2016	AC	64	8,9	16,33	5,81
488_MURE	23/05/2014	CF	60	9,6	15,52	6,82
488_MURE	28/03/2015	PP	60	9,1	15,42	6,21
488_MURE	08/05/2016	JRD	59,5	10,25	15,46	7,16
488_MURE	13/03/2015	ST	58	9,2	15,59	5,93
489_MURE	27/03/2015	GDM	62,5	9,1	15,79	6,66
489_MURE	15/05/2015	ST	61,5	9	16,18	6,54
49_PIRE	10/04/2012	PP	66,5	9,8	16,29	7,6
49_PIRE	10/06/2012	NA	NA	NA	NA	NA
49_PIRE	23/05/2013	CF	65,5	10	16,37	NA
490_MURE	23/03/2015	GDM	61	9,5	15,69	7,18
491_MURE	17/05/2015	ST	59,5	9,7	16,11	8,68
492_MURE	18/05/2015	ST	59,5	9,5	16,3	6,79
493_MURE	20/05/2015	ST	60,5	9,8	16,01	6,3
493_MURE	11/05/2016	RMG	62,5	10	15,71	6,53
494_MURE	24/05/2015	ST	58,5	9,3	15,75	6,68
5_PIRE	20/06/2004	PB	64	9,2	15,74	6,62
5_PIRE	08/06/2005	DT	61	9,2	15,64	6,77
5_PIRE	05/06/2006	DM	60,5	9,5	15,69	6,67
5_PIRE	28/05/2007	AB	62	9,1	15,63	6,34
5_PIRE	05/06/2008	TP	61	9,2	15,37	6,18
5_PIRE	06/06/2008	PP	NA	9,1	15,7	NA
5_PIRE	08/06/2009	MMI	62	9,8	15,82	6,82
5_PIRE	09/06/2010	PP	61	9	15,92	6,46
50_PIRE	12/04/2012	NA	64	9,5	NA	NA
50_PIRE	05/06/2013	VJ	65,5	9,5	16,2	NA
50_PIRE	15/04/2014	GDM	64	9,7	16,14	6,37
51_PIRE	13/04/2012	GDM	NA	NA	NA	NA
51_PIRE	27/04/2012	NA	NA	9	NA	NA
51_PIRE	25/06/2012	NA	NA	NA	NA	NA
51_PIRE	04/06/2013	CF	60,5	10	16,9	NA
51_PIRE	04/06/2014	AC	61	10,2	16,79	6,61
51_PIRE	22/04/2015	GDM	62	11	16,73	6,56
51_PIRE	29/05/2015	PAM	58	10	16,52	NA
51_PIRE	02/06/2016	CF	61	9,6	16,55	6,64
52_PIRE	18/04/2012	GDM	NA	NA	NA	NA
52_PIRE	19/06/2012	GDM	60	8,7	16,2	7,85
52_PIRE	29/05/2013	GDM	60	9,1	NA	NA
52_PIRE	31/05/2014	MOB	61,5	9,25	16,04	6,64
52_PIRE	22/04/2015	CF	NA	NA	NA	NA
52_PIRE	20/05/2015	CF	61	9,3	15,9	6,5
53_PIRE	23/04/2012	GDM	64	9	16,42	7,94
53_PIRE	02/06/2013	CF	66	9,4	15,46	NA
53_PIRE	01/06/2014	MOB	66	9,25	16,58	6,75
53_PIRE	04/06/2015	CF	66,5	9,5	16,48	6,56
53_PIRE	28/05/2016	CF	65	9,3	16,4	6,25
54_PIRE	27/04/2012	GDM	59	9,25	15,6	7,4
54_PIRE	06/06/2013	MOB	59	9,6	15,22	NA
54_PIRE	23/04/2014	GDM	59	9,15	15,46	6,52
55_PIRE	06/06/2013	CF	61	8,6	16,25	NA
55_PIRE	18/04/2014	GDM	63	9	16,32	6,37
55_PIRE	03/06/2014	AC	63,5	8,6	16,59	6,48
56_PIRE	15/04/2013	PAM	60	9,4	16,53	NA
56_PIRE	07/06/2013	CF	60	9,4	16,65	NA
56_PIRE	04/06/2014	AC	64	9,5	16,65	6,58
56_PIRE	22/04/2015	GDM	65	9,9	16,51	6,19
56_PIRE	29/05/2015	PAM	63	9,3	16,5	NA
57_PIRE	16/04/2013	GDM	60	7,7	15,8	NA
57_PIRE	06/06/2013	CF	59,5	8,3	15,38	NA
57_PIRE	18/04/2014	CD	NA	7,9	NA	NA
57_PIRE	23/04/2014	GDM	59	8	15,12	6,08
57_PIRE	09/06/2014	MOB	59	8,1	15,13	6,55
58_PIRE	06/06/2013	CF	64,5	8,9	16,2	NA
58_PIRE	22/04/2014	GDM	65	9,7	16,1	6,31
58_PIRE	24/04/2015	GDM	66	10	15,9	6,55
58_PIRE	28/05/2015	SCB	64,5	9,8	NA	7
59_PIRE	18/04/2015	GDM	62	8,9	16,01	6,41
6_PIRE	08/06/2008	TP	67	9,6	16,73	6,45
6_PIRE	09/06/2008	PP	67	9,3	16,6	6,43
6_PIRE	05/06/2009	PP	64	9,3	16,43	6,51
60_PIRE	20/04/2015	GDM	66	9,3	16,03	6,51
60_PIRE	23/05/2015	ST	62,5	9,4	16,19	6,85
60_PIRE	17/04/2016	CF	65	9,3	16,15	6,27
60_PIRE	06/06/2016	AC	66	8,7	16,12	6,59
61_PIRE	16/06/2014	CGE	NA	9,1	16,1	6,21
61_PIRE	18/04/2015	GDM	65	9,5	16,22	6,06
61_PIRE	02/06/2015	MS	65	9	15,9	6,54
61_PIRE	19/04/2016	RMG	63	9,5	16,21	6,12
61_PIRE	02/06/2016	RMG	63,5	9,7	16,22	NA
62_PIRE	07/06/2014	KD	59,5	8,8	15,75	6,66
62_PIRE	24/04/2015	CF	NA	NA	NA	NA
62_PIRE	28/05/2015	SCB	61	9,2	NA	6,88
62_PIRE	05/06/2016	CF	59,5	9	15,31	6,5
63_PIRE	21/04/2014	CF	60	8,5	15,74	6,4
63_PIRE	01/06/2014	MOB	60	8,6	15,55	7,06
64_PIRE	12/04/2013	GDM	60	9,25	16,1	6,18
64_PIRE	28/05/2013	GDM	NA	9,75	NA	NA
64_PIRE	17/04/2014	CF	61	8,7	16,09	6,11
64_PIRE	28/05/2014	GDM	60,5	9,3	15,91	6,54
64_PIRE	17/04/2015	GDM	61,5	8,9	16,05	6,3
64_PIRE	15/04/2016	RMG	60	9	15,49	6,16
64_PIRE	29/05/2016	CF	60	9,1	15,71	6,76
65_PIRE	12/04/2013	GDM	63	9,1	16,44	NA
66_PIRE	12/04/2013	GDM	61	9	15,6	NA
66_PIRE	23/05/2013	CF	61,5	9,7	15,79	NA
66_PIRE	17/04/2014	GDM	61	8,75	15,55	5,65
66_PIRE	24/04/2014	NA	NA	NA	NA	NA
67_PIRE	13/04/2013	PAM	65	9	16,27	NA
67_PIRE	21/04/2014	GDM	62	9	16,27	NA
68_PIRE	14/04/2013	GDM	58	9,3	15,26	NA
68_PIRE	27/05/2013	GDM	58	9,25	15,54	NA
69_PIRE	14/04/2013	GDM	62	9,5	16,17	NA
7_PIRE	05/06/2011	PP	63,5	9,2	16,66	6,28
7_PIRE	07/06/2014	CGE	62,5	9	16,64	6,41
70_PIRE	17/04/2013	GDM	66	9,6	16,31	NA
70_PIRE	15/06/2013	MOB	61	9,1	16,61	NA
71_PIRE	18/04/2013	GDM	62,5	9,2	16,17	NA
71_PIRE	08/06/2013	MOB	61,5	9,3	16,02	NA
71_PIRE	01/06/2015	PAM	61	9,6	15,65	NA
72_PIRE	22/04/2013	GDM	58	8,1	15,61	NA
72_PIRE	08/06/2013	VJ	58	8,5	15,3	NA
72_PIRE	23/04/2014	GDM	60	8,5	15,87	6,14
72_PIRE	06/06/2014	KD	60,5	8,6	15,76	6,72
73_PIRE	22/04/2013	GDM	62	9,5	15,93	NA
73_PIRE	06/06/2013	CF	62	9,4	15,85	NA
74_PIRE	22/04/2013	GDM	61	9,2	16,7	NA
74_PIRE	01/06/2013	GDM	NA	9,1	NA	NA
74_PIRE	16/04/2014	GDM	61	9	16,19	6,3
74_PIRE	24/04/2014	NA	NA	NA	NA	NA
74_PIRE	19/04/2015	GDM	NA	NA	NA	NA
75_PIRE	23/04/2013	GDM	59	9	16,04	NA
76_PIRE	24/04/2013	GDM	58,5	9,3	16,36	NA
76_PIRE	13/06/2013	AC	60	10,3	16,59	6,67
76_PIRE	08/06/2014	AC	60	9,1	16,67	6,35
76_PIRE	22/04/2015	CF	61,5	10	16,29	6,25
77_PIRE	29/05/2015	MS	62	8,9	NA	NA
78_PIRE	22/04/2014	GDM	60	9,4	15,75	6,65
79_PIRE	25/04/2014	GDM	61	9,25	16,5	6,3
79_PIRE	02/06/2015	MS	64	8,9	16,13	6,69
8_PIRE	17/06/2004	DT	62	9,7	15,92	7,4
8_PIRE	04/06/2005	PP	64	9,2	16,05	6,8
8_PIRE	02/06/2006	DT	62	9,5	16,21	7,18
8_PIRE	22/05/2007	AM	63	9,5	16,25	6,69
8_PIRE	11/06/2008	PP	62	9	16,06	6,74
8_PIRE	04/06/2009	PP	NA	NA	NA	NA
80_PIRE	21/04/2015	GDM	69,5	9,9	16,51	6,32
81_PIRE	18/04/2015	GDM	67	9,75	16	6,12
82_PIRE	31/05/2015	MS	62	11,5	16,08	6,4
82_PIRE	11/06/2016	CF	62,5	9,4	16,01	6,53
83_PIRE	17/04/2015	GDM	66	9,3	16,35	5,92
84_PIRE	17/04/2015	GDM	65	10,1	16,89	6,28
85_PIRE	17/04/2015	GDM	61	10	14,43	6,19
85_PIRE	15/04/2016	RMG	59	9,1	14,1	6,02
86_PIRE	17/04/2015	GDM	64	8,75	16,05	6,23
87_PIRE	17/04/2015	ST	61	9,2	15,84	6,28
87_PIRE	30/05/2015	CF	62,5	9,5	15,84	6,4
87_PIRE	16/04/2016	RMG	62,5	9,2	15,8	6,23
88_PIRE	17/04/2015	CF	59	9,9	15,61	6,43
88_PIRE	26/05/2015	GDM	59	9,3	15,66	7,32
89_PIRE	17/04/2015	GDM	62	9,5	15,81	6,08
9_PIRE	03/06/2006	DT	62	8,8	16,28	6,62
9_PIRE	12/06/2009	MMI	63	8,9	16,03	6,54
9_PIRE	01/06/2010	SC	63,5	8,8	16,35	6,5
90_PIRE	18/04/2015	GDM	66	NA	14,81	5,86
90_PIRE	29/05/2015	PAM	62	9,4	15,05	NA
90_PIRE	17/04/2016	RMG	62	9	15,05	6,11
90_PIRE	07/06/2016	AC	62	9,1	15,12	6,57
91_PIRE	18/04/2015	GDM	63	NA	14,99	6,06
92_PIRE	20/04/2015	GDM	61,5	8,75	15,38	6,06
92_PIRE	31/05/2015	CF	61,5	9	15,39	6,71
92_PIRE	30/05/2016	CF	60	9,4	15,38	6,21
93_PIRE	20/04/2015	GDM	63	9,5	16,48	6,26
93_PIRE	20/04/2016	RMG	61	9,2	16,37	6,36
94_PIRE	22/04/2015	GDM	60,5	9,5	15,81	6,15
94_PIRE	22/04/2015	GDM	61	9,3	15,71	6,09
94_PIRE	30/05/2015	PAM	60	9,1	15,55	NA
94_PIRE	16/04/2016	RMG	59	9,1	15,5	6,24
94_PIRE	29/05/2016	CF	59	9,2	15,52	6,78
95_PIRE	22/04/2015	GDM	61	9,75	15,34	5,99
95_PIRE	01/06/2015	MS	61	9,5	15,2	6,45
95_PIRE	16/04/2016	RMG	61	9,1	15,21	5,99
95_PIRE	29/05/2016	RMG	60	9	15,33	6,45
96_PIRE	22/04/2015	GDM	59	8,75	14,3	6
96_PIRE	01/06/2015	MS	59	8,6	14,14	6,9
97_PIRE	22/04/2015	CF	60,5	8,6	15,71	6,16
97_PIRE	02/06/2015	AC	60	8,5	15,95	6,17
97_PIRE	18/04/2016	RMG	58,5	9	15,48	5,98
98_PIRE	23/04/2015	GDM	61	9,5	15,6	6,17
98_PIRE	02/06/2016	RMG	60,5	9,1	15,4	6,65
99_PIRE	23/04/2015	GDM	64	9,25	16,64	6,19
99_PIRE	06/06/2015	PAM	61	9,3	16,5	NA
