BANDNO,NESTNO,YEAR,SEX,PATERNITY,TARSUS,HEMATOCRIT,PHA,MASS
243012650,523,2006,FEMALE,WITHIN,18.5,43.7,.,9.7
243012651,523,2006,MALE,WITHIN,19.3,40.9,.,9.1
243012652,523,2006,FEMALE,WITHIN,19.8,45.6,.,9.7
246090506,526,2006,.,.,.,34.7,.,10.0
246090507,526,2006,.,.,.,32.4,.,9.1
246090508,526,2006,.,.,.,38.8,.,9.7
246090509,526,2006,.,.,.,26.5,.,9.6
243011483,527,2006,MALE,.,18.5,37.7,0.857,10.2
243011484,527,2006,MALE,WITHIN,18.1,30.3,0.913,9.3
243011485,527,2006,MALE,WITHIN,18.5,31.9,0.773,9.3
243011486,527,2006,MALE,WITHIN,18.2,35.7,0.543,9.5
243011487,527,2006,FEMALE,WITHIN,17.0,35.3,0.707,8.8
243011488,527,2006,MALE,WITHIN,18.8,30.5,.,10.4
243012817,528,2006,MALE,WITHIN,.,40.5,0.953,10.0
243012818,528,2006,FEMALE,WITHIN,.,43.3,0.937,9.3
243012819,528,2006,MALE,WITHIN,.,40.5,1.133,11.0
243012820,528,2006,MALE,WITHIN,.,41.2,0.660,11.0
243012821,528,2006,MALE,WITHIN,.,43.0,0.740,9.7
243012822,528,2006,FEMALE,WITHIN,.,40.2,1.137,10.3
243012823,528,2006,FEMALE,WITHIN,.,45.8,1.013,10.2
246090501,529,2006,.,.,.,43.5,0.800,9.3
246090502,529,2006,.,.,.,40.7,0.727,10.0
246090503,529,2006,.,.,.,45.0,0.480,9.1
246090504,529,2006,.,.,.,38.1,1.180,9.7
246090505,529,2006,.,.,.,45.7,0.933,9.6
243013603,530,2006,MALE,WITHIN,18.3,43.3,0.997,10.8
243013604,530,2006,FEMALE,WITHIN,18.6,46.9,0.593,9.8
243013605,530,2006,MALE,WITHIN,18.8,42.5,1.017,9.7
243013606,530,2006,FEMALE,WITHIN,18.0,37.7,1.170,9.4
243012702,531,2006,MALE,WITHIN,.,33.3,0.633,10.5
243012703,531,2006,MALE,WITHIN,.,27.4,0.873,10.3
243012704,531,2006,FEMALE,WITHIN,.,30.5,0.640,10.3
243012705,531,2006,FEMALE,WITHIN,.,32.7,.,10.4
243012706,531,2006,FEMALE,WITHIN,.,29.1,0.943,10.0
243012660,532,2006,MALE,WITHIN,18.8,33.2,0.213,10.0
243012661,532,2006,MALE,WITHIN,18.2,32.0,0.490,9.2
243012662,532,2006,FEMALE,EXTRA,18.4,40.9,0.250,8.9
243012663,532,2006,MALE,EXTRA,18.8,42.6,0.363,9.7
243012664,532,2006,.,.,18.4,.,0.000,9.3
243012665,532,2006,MALE,WITHIN,19.1,33.9,0.433,9.7
243011459,533,2006,.,.,18.5,28.2,0.600,9.2
243011460,533,2006,.,.,19.8,26.6,1.200,10.1
243011461,533,2006,.,.,18.2,26.6,0.750,8.7
243011462,533,2006,.,.,18.1,32.8,0.477,8.9
243011463,533,2006,.,.,18.9,39.8,0.677,9.4
243011464,533,2006,.,.,18.2,39.0,0.787,8.6
243011465,533,2006,.,.,18.1,37.2,0.887,8.6
243011466,533,2006,.,.,19.3,36.5,0.970,9.7
243013952,534,2006,.,.,18.3,35.4,0.393,8.3
243013953,534,2006,.,.,18.2,41.7,0.750,8.8
243013954,534,2006,.,.,18.9,31.9,0.827,9.4
243013955,534,2006,.,.,18.5,41.2,0.630,9.2
243013956,534,2006,.,.,19.4,33.1,0.663,9.4
243013957,534,2006,.,.,17.0,23.4,1.070,7.9
243012708,536,2006,MALE,.,.,40.4,0.187,9.5
243012709,536,2006,MALE,.,.,42.7,0.343,9.6
243012710,536,2006,MALE,.,.,39.9,0.063,10.1
243012711,536,2006,MALE,.,.,40.3,0.417,10.6
243012712,536,2006,MALE,.,.,45.5,0.000,8.8
243012713,536,2006,MALE,.,.,41.3,0.160,9.4
243013785,537,2006,MALE,WITHIN,18.7,38.4,0.707,8.4
243013786,537,2006,FEMALE,WITHIN,18.2,41.6,0.647,9.2
243013787,537,2006,FEMALE,WITHIN,18.4,43.3,0.880,8.8
243013788,537,2006,MALE,WITHIN,18.6,39.0,0.563,8.4
243011476,538,2006,.,.,17.4,36.4,0.950,9.8
243011477,538,2006,.,.,17.8,40.1,1.020,9.7
243011478,538,2006,.,.,18.4,47.2,1.267,10.2
243011479,538,2006,.,.,18.0,45.3,0.637,9.9
243011480,538,2006,.,.,17.9,42.2,1.707,8.9
243011481,538,2006,.,.,18.3,37.3,0.980,9.7
243011482,538,2006,.,.,18.2,44.4,1.177,.
243012528,540,2006,FEMALE,WITHIN,19.2,43.1,0.620,11.0
243012529,540,2006,MALE,WITHIN,18.7,42.3,0.403,10.4
243012530,540,2006,FEMALE,WITHIN,18.9,41.1,0.447,9.9
243012531,540,2006,MALE,WITHIN,19.2,42.0,0.060,10.6
243012532,540,2006,FEMALE,WITHIN,18.6,44.6,0.133,9.2
243012533,540,2006,FEMALE,WITHIN,18.4,47.7,0.390,10.0
246090158,541,2006,MALE,WITHIN,18.8,28.6,0.813,9.5
246090159,541,2006,FEMALE,WITHIN,19.6,25.1,0.643,9.8
246090160,541,2006,MALE,WITHIN,18.6,30.3,0.737,10.5
246090161,541,2006,FEMALE,WITHIN,17.9,31.4,0.657,8.9
243012694,542,2006,.,.,.,41.2,0.317,9.1
243012695,542,2006,.,.,.,42.5,0.480,10.2
243012696,542,2006,.,.,.,48.7,0.437,8.7
243012697,542,2006,.,.,.,44.5,0.243,9.3
243011192,543,2006,.,.,17.4,44.1,0.640,9.3
243011193,543,2006,.,.,18.4,42.2,0.787,9.2
243011194,543,2006,.,.,18.2,42.7,0.947,9.5
243011195,543,2006,.,.,17.7,41.7,0.497,9.3
243011196,543,2006,.,.,17.8,45.9,0.593,9.0
243011197,543,2006,.,.,18.5,42.1,0.377,8.5
243011198,543,2006,.,.,17.6,39.2,0.490,8.4
243013947,545,2006,FEMALE,WITHIN,.,39.1,0.580,10.0
243013948,545,2006,FEMALE,WITHIN,.,47.3,0.660,9.3
243013949,545,2006,.,.,.,41.8,1.127,10.0
243013950,545,2006,MALE,WITHIN,.,39.7,0.833,9.4
243013951,545,2006,.,.,.,.,1.057,9.8
243013061,546,2006,.,.,.,49.7,0.643,8.0
243013062,546,2006,.,.,.,48.3,0.663,8.1
243013063,546,2006,.,.,.,49.2,0.593,8.2
243013064,546,2006,.,.,.,46.4,0.640,8.7
243013065,546,2006,.,.,.,52.8,0.600,9.2
243013066,546,2006,.,.,.,45.1,0.710,7.8
243013546,548,2006,MALE,EXTRA,17.7,40.0,0.873,9.2
243013547,548,2006,FEMALE,WITHIN,18.0,38.5,0.650,10.1
243013548,548,2006,FEMALE,WITHIN,18.6,37.8,1.067,9.5
243013549,548,2006,FEMALE,WITHIN,19.0,28.2,0.717,9.9
243012143,549,2006,.,.,.,32.0,0.547,10.5
243012144,549,2006,.,.,.,30.3,0.920,10.9
243012145,549,2006,.,.,.,31.7,0.830,10.7
243012146,549,2006,.,.,.,30.8,0.743,10.9
243013093,550,2006,.,.,18.7,45.8,0.737,9.0
243013094,550,2006,.,.,18.6,35.9,0.690,8.9
243013095,550,2006,.,.,17.9,29.8,0.530,8.3
243013096,550,2006,.,.,18.7,28.7,0.853,8.1
243012774,551,2006,FEMALE,WITHIN,18.4,33.7,0.523,9.9
243012775,551,2006,MALE,WITHIN,18.1,32.1,0.367,9.0
243012776,551,2006,FEMALE,WITHIN,18.7,37.9,0.403,8.9
243012777,551,2006,FEMALE,EXTRA,18.2,40.6,0.543,8.9
243012778,551,2006,MALE,WITHIN,17.9,37.9,0.587,7.8
243012779,551,2006,FEMALE,WITHIN,18.1,43.1,0.540,8.9
243012196,552,2006,FEMALE,WITHIN,18.8,52.7,0.917,10.0
243012197,552,2006,FEMALE,WITHIN,18.4,41.9,0.710,9.6
243012198,552,2006,FEMALE,WITHIN,18.7,53.3,0.890,9.5
243012199,552,2006,FEMALE,WITHIN,17.9,36.1,0.700,8.7
243012200,552,2006,MALE,WITHIN,18.9,47.4,1.190,9.7
243013601,552,2006,MALE,WITHIN,18.9,48.5,1.340,9.8
243013602,552,2006,FEMALE,WITHIN,17.9,57.1,0.700,9.6
243013789,553,2006,FEMALE,WITHIN,.,38.4,1.113,9.8
243013790,553,2006,FEMALE,WITHIN,.,41.5,0.973,9.9
243013791,553,2006,MALE,WITHIN,.,33.3,0.330,9.2
243013792,553,2006,FEMALE,EXTRA,.,37.5,0.603,10.2
243013793,553,2006,MALE,WITHIN,.,38.9,0.787,9.5
