Age,bird_id,chick_id,mass,NestID,tarsus,Sex
5,-719,c252.2,6.74,,12.6,
6,-719,c252.2,9.85,,14.5,
7,-719,c252.2,9.29,,16.4,
5,-720,c252.3,7.68,,12.2,
6,-720,c252.3,11.2,,15.2,
7,-720,c252.3,13.17,,17,
8,-720,c252.3,15.6,,19.6,
9,-720,c252.3,17.69,,21.2,
10,-720,c252.3,18.66,,21.3,
0,-733,c250.1,1.69,,5.6,
1,-733,c250.1,1.75,,6,
0,-734,c250.2,1.6,,6,
1,-734,c250.2,1.71,,6.2,
1,-735,c256.1,2.64,,6.1,
1,-736,c256.2,3.57,,7,
1,-737,c256.3,2.09,,6.3,
0,-738,c258.1,1.42,,5.8,Unknown
1,-738,c258.1,2.25,,6.4,Unknown
3,-738,c258.1,5.43,,9.9,Unknown
0,-739,c267.1,2.04,,6,
1,-739,c267.1,3.29,,7.9,
3,-739,c267.1,5.39,,9.6,
4,-739,c267.1,7.63,,12.6,
5,-739,c267.1,8.66,,12.8,
6,-739,c267.1,10.32,,15.7,
7,-739,c267.1,13.92,,17.5,
8,-739,c267.1,15.02,,19,
9,-739,c267.1,16.41,,20,
0,-740,c267.2,1.79,,5,Unknown
1,-740,c267.2,2.67,,6.9,Unknown
3,-740,c267.2,6.01,,9.8,Unknown
4,-740,c267.2,6.97,,12.4,Unknown
5,-740,c267.2,9.31,,14.5,Unknown
6,-740,c267.2,11.9,,16.5,Unknown
7,-740,c267.2,14.4,,18.4,Unknown
8,-740,c267.2,16.74,,20.4,Unknown
9,-740,c267.2,18.1,,21.1,Unknown
1,-741,c268.1,2.3,,6.7,
2,-741,c268.1,2.59,,7.5,
3,-741,c268.1,5.1,,9.5,
4,-741,c268.1,10.26,,14.9,
1,-742,c268.2,1.75,,6,Male
2,-742,c268.2,2.86,,7,Male
3,-742,c268.2,4.29,,8.9,Male
4,-742,c268.2,8.42,,14,Male
1,-743,c268.3,1.45,,5.2,
2,-743,c268.3,2.26,,6.6,
3,-743,c268.3,3.67,,7.4,
4,-743,c268.3,6.72,,11.6,
2,-744,c268.4,2.09,,6.3,
3,-744,c268.4,3.02,,8,
4,-744,c268.4,5.34,,11.7,
5,-744,,7.04,,13.8,
0,-745,c269.1,2.16,,6,Female
1,-745,c269.1,2.51,,7,Female
3,-745,c269.1,5.34,,9.5,Female
5,-745,c269.1,8.86,,13.2,Female
6,-745,c269.1,10.55,,15.5,Female
7,-745,c269.1,13.42,,16.7,Female
8,-745,c269.1,15.04,,18.8,Female
9,-745,c269.1,16.79,,19.7,Female
10,-745,c269.1,15.55,,19.8,Female
0,-746,c269.2,2.43,,6,Male
1,-746,c269.2,2.56,,7.8,Male
3,-746,c269.2,5.85,,10,Male
5,-746,c269.2,9.96,,13.7,Male
6,-746,c269.2,12.07,,16.1,Male
7,-746,c269.2,15.42,,18,Male
8,-746,c269.2,17.2,,19.4,Male
9,-746,c269.2,18.25,,20.6,Male
10,-746,c269.2,17.64,,21.2,Male
0,-747,c269.3,2.11,,7,Unknown
1,-747,c269.3,2.45,,6.5,Unknown
3,-747,c269.3,5.21,,10.4,Unknown
5,-747,c269.3,8.26,,12.8,Unknown
6,-747,c269.3,11.19,,15.7,Unknown
7,-747,c269.3,13.36,,17.8,Unknown
8,-747,c269.3,15.04,,18.8,Unknown
9,-747,c269.3,17.06,,20,Unknown
10,-747,c269.3,17.6,,21,Unknown
5,-741,c268.1,13.29,,17.5,
6,-741,c268.1,15.91,,19,
7,-741,c268.1,19.5,,20.4,
8,-741,c268.1,18.56,,21.4,
5,-742,c268.2,11.21,,16,Male
6,-742,c268.2,14.12,,17.9,Male
7,-742,c268.2,17.19,,19.8,Male
8,-742,c268.2,18.19,,20.3,Male
5,-743,c268.3,8.45,,14.5,
6,-743,c268.3,11.12,,16.7,
7,-743,c268.3,13.34,,18.2,
8,-743,c268.3,13.77,,19.4,
6,-744,c268.4,8.79,,15.7,
7,-744,c268.4,11.01,,17.4,
8,-744,c268.4,11.21,,18.4,
5,-738,c258.1,8.74,,12.5,Unknown
6,-738,c258.1,12.31,,15.4,Unknown
7,-738,c258.1,16.64,,17.1,Unknown
8,-738,c258.1,16.83,,18.6,Unknown
9,-741,c268.1,19.71,,21.4,
9,-742,c268.2,19.01,,21.1,Male
10,-742,c268.2,19.44,,21.7,Male
9,-743,c268.3,15.41,,19.4,
10,-743,c268.3,16.06,,20.7,
9,-744,c268.4,10.78,,18.9,
9,-738,c258.1,17.74,,19.9,Unknown
10,-738,c258.1,17.69,,20.6,Unknown
1,-748,c273.1,2.8,,16.4,
3,-748,c273.1,5.77,,8,
5,-748,c273.1,10.22,,14.7,
1,-749,c273.2,2.59,,6.5,Male
3,-749,c273.2,5.82,,8.55,Male
5,-749,c273.2,9.36,,14.9,Male
1,-750,c273.3,2.4,,6.1,Unknown
3,-750,c273.3,5.3,,8.85,Unknown
5,-750,c273.3,9.61,,14.7,Unknown
1,-751,c272.1,2.21,,6,
1,-752,c272.2,1.64,,5.8,
1,-753,c272.3,2,,6,
1,-754,c272.4,1.63,,5,
10,-739,c267.1,16.84,,20.1,
10,-740,c267.2,17.67,,21.55,Unknown
,-733,,,,,
3,-735,c256.1,4.6,,8.6,
3,-736,c256.2,6.46,,10.5,
3,-737,c256.3,3.5,,8.4,
3,-756,c274.1,4.45,,8.8,
5,-756,c274.1,7.77,,15.7,
6,-756,c274.1,8.82,,15,
7,-756,c274.1,10.8,,17,
3,-757,c274.2,5.31,,8.5,
5,-757,c274.2,9.12,,13.9,
6,-757,c274.2,10.42,,14.5,
7,-757,c274.2,12.72,,17,
3,-758,c274.3,4.37,,8,
5,-758,c274.3,8.54,,13.5,
6,-758,c274.3,9.43,,14.1,
7,-758,c274.3,11.91,,16.9,
3,-751,c272.1,5.22,,9.8,
3,-752,c272.2,4.39,,9,
3,-753,c272.3,4.82,,10.3,
3,-754,c272.4,3.79,,9,
1,-761,c284.1,3.57,,7.5,
1,-762,c284.2,3.19,,7.1,
1,-763,c284.3,2.99,,6.8,
11,-738,c258.1,17.96,,21,Unknown
6,-748,c273.1,14.12,,16.4,
7,-748,c273.1,16.74,,17.8,
6,-749,c273.2,13.32,,16.5,Male
7,-749,c273.2,15.56,,18.5,Male
6,-750,c273.3,13032,,16.7,Unknown
7,-750,c273.3,15.68,,18.3,Unknown
8,-748,c273.1,18.64,,19.4,
9,-748,c273.1,19.85,,20.2,
8,-749,c273.2,17.74,,19.3,Male
9,-749,c273.2,18.59,,20.5,Male
8,-750,c273.3,18.33,,19.5,Unknown
9,-750,c273.3,19.19,,20.4,Unknown
1,-764,c282.1,2.75,,6.15,
1,-765,c282.2,2.97,,6.5,
1,-766,c282.3,2.67,,5.8,
5,-751,c272.1,9.55,,13.6,
5,-752,c272.2,7.89,,13.7,
5,-753,c272.3,8.05,,13.1,
5,-754,c272.4,8.96,,13.2,
910,-767,c290.1,17.53,,21.1,
910,-768,c290.2,15.42,,21.2,
910,-769,c290.3,17.17,,21.6,
9,-770,c291.1,17.34,,20.25,
9,-771,c291.2,18.24,,20.7,Male
9,-772,c291.3,16.23,,20.95,
1,-773,c270.1,2.04,,6.2,
1,-774,c270.2,1.96,,5.5,
1,-775,c270.3,1.46,,4.9,
10,-748,c273.1,20.34,,20.7,
10,-749,c273.2,19.46,,20.8,Male
10,-750,c273.3,21.1,,21,Unknown
6,-751,c272.1,12.95,,16,
7,-751,c272.1,14.6,,17.4,
6,-752,c272.2,10.4,,15.5,
6,-753,c272.3,10.49,,14.9,
7,-753,c272.3,12.3,,16.9,
6,-754,c272.4,9.31,,14,
7,-754,c272.4,10.27,,15.9,
3,-764,c282.1,5.85,,9.25,
3,-766,c282.3,4.01,,7.7,
3,-761,c284.1,6.85,,11.1,
5,-761,c284.1,13.01,,15.9,
6,-761,c284.1,13.4,,17.2,
7,-761,c284.1,16.32,,18.5,
8,-761,c284.1,17.68,,19.8,
3,-762,c284.2,6.78,,11,
5,-762,c284.2,13.29,,15.8,
6,-762,c284.2,14.27,,17.1,
7,-762,c284.2,16.06,,18.6,
8,-762,c284.2,16.54,,19.6,
3,-763,c284.3,5.98,,10.8,
5,-763,c284.2,11.43,,14.5,
6,-763,c284.2,12.66,,15.85,
7,-763,c284.3,14.79,,18,
8,-763,c284.3,16.18,,19.45,
3,-773,c270.1,4.6,,8.9,
3,-774,c270.2,3.64,,7.6,
3,-775,c270.3,2.81,,7,
1,-776,c264.1,2.39,,7,
1,-777,c264.2,2.66,,7.1,Male
1,-778,c264.3,2.13,,6,
1,-779,c275.1,3.25,,6.9,
1,-780,c275.2,3.07,,6.5,Male
1,-781,c275.3,2.1,,6.4,
1,-783,c281.2,2.52,,6,Unknown
1,-782,c281.1,2.74,,6.45,
1,-784,c281.3,2.13,,5.4,
1,-785,c281.4,1.58,,4.35,
1,-786,c285.1,2.28,,6.4,
1,-787,c285.2,3.11,,7.3,
1,-788,c285.3,3.02,,6.95,
1,-789,c285.4,2.05,,6.6,
1,-790,c285.5,1.93,,6,
1011,-791,c290.4,14.7,,22,
3,-776,c264.1,5.31,,10.3,
3,-777,c264.2,6.43,,10.8,Male
3,-778,c264.3,5.11,,9.9,
5,-773,c270.1,10.13,,14.6,
6,-773,c270.1,10.63,,15.3,
5,-774,c270.2,8.35,,13.5,
6,-774,c270.2,8.78,,14.8,
5,-775,c270.3,5.65,,10.6,
6,-775,c270.3,5.97,,11.9,
9,-761,c284.1,19.57,,21,
10,-761,c284.1,19.15,,21.15,
9,-762,c284.2,19.16,,21.2,
10,-762,c284.2,17.97,,21.1,
9,-763,c284.3,18.21,,20.2,
10,-763,c284.3,17.34,,20.9,
3,-782,c281.1,5.46,,10.1,
3,-783,c281.2,5.38,,10.1,Unknown
3,-784,c281.3,4.44,,9.8,
3,-785,c281.4,3.42,,7.6,
3,-786,285.1,5.11,,10,
3,-787,c285.2,5.42,,11.2,
3,-788,c285.3,6.32,,11.9,
3,-789,c285.4,3.62,,8.1,
3,-790,c285.5,3.91,,7.9,
3,-779,c275.1,5.26,,11.4,
3,-780,c275.2,5.61,,11.2,Male
3,-781,c275.3,3.99,,9.2,
5,-776,c264.1,6.49,,12.1,
6,-776,c264.1,7.34,,13.1,
5,-777,c264.2,9.93,,14.2,Male
6,-777,c264.2,11.39,,14.9,Male
5,-778,c264.3,7.19,,12.95,
6,-778,c264.3,8.93,,14.75,
7,-773,c270.1,12.62,,16.2,
8,-773,c270.1,14.62,,18.5,
7,-774,c270.2,10.65,,15.6,
8,-774,c270.2,11.65,,16.6,
7,-775,c270.3,7.55,,12.6,
8,-775,c270.3,9.48,,14.3,
,-779,c275.1,,,,
5,-780,c275.2,9.87,,14.7,Male
5,-781,c275.3,6.36,,11.9,
5,-782,c281.1,9.91,,15,
5,-783,c281.2,10.24,,14.7,Unknown
5,-784,c281.3,8.63,,14.05,
5,-785,c281.4,7.05,,12.5,
1,-792,c283.1,2.67,,6.6,
1,-793,c283.2,3.79,,7.9,
1,-794,c283.3,3.62,,8.1,
1,-795,c286.1,2.35,,6.9,
1,-796,c286.2,2.35,,6.3,
1,-797,c286.3,3.41,,7.9,
2,-798,c296.1,4.25,,8,
3,-798,c296.1,4.71,,10.2,
2,-799,c296.2,3.81,,8.6,
3,-799,c296.2,4.75,,10.2,
2,-800,c296.3,2.64,,6.1,
3,-800,c296.3,2.62,,7.5,
2,-801,c296.4,3.97,,7.8,
3,-801,c296.4,4.17,,8.9,
7,-776,c264.1,6.9,,13.2,
7,-777,c264.2,15.17,,17.1,Male
7,-778,c264.3,7.04,,15.9,
6,-780,c275.2,13.32,,16.9,Male
6,-781,c275.3,8.93,,13.3,
6,-782,c281.1,12.59,,16.5,
6,-783,c281.2,13.03,,16.4,Unknown
6,-784,c281.3,11.58,,16,
6,-785,c281.4,9.4,,14.1,
9,-773,c270.1,16.87,,19.9,
9,-774,c270.2,13.15,,17.7,
9,-775,c270.3,11.98,,15.9,
7,-782,c281.1,13.85,,18.4,
7,-783,c281.2,14.25,,18.5,Unknown
7,-785,c281.4,10.8,,15.9,
10,-773,c270.1,17.32,,21.1,
10,-774,c270.2,14.4,,19.2,
10,-775,c270.3,13.67,,18.5,
7,-780,c275.2,15,,18.7,Male
7,-781,c275.3,10.69,,15.3,
8,-776,c264.1,5.83,,13.2,
8,-777,c264.2,16.22,,17.8,Male
3,-792,c283.1,5.71,,9.8,
3,-793,c283.2,7.07,,10.6,
3,-794,c283.3,6.94,,11.9,
3,-795,c286.1,4.71,,9.5,
3,-796,c286.2,4.79,,9.2,
3,-797,c286.3,6.98,,11.3,
1,-808,c277.1,3.14,,5.8,
1,-809,c277.2,2.56,,6.2,Unknown
1,-810,c298.1,1.85,,6.5,
1,-811,c298.2,1.75,,5,
5,-798,c296.1,8.43,,14,
5,-799,c296.2,7.97,,13.5,
5,-800,c296.3,3.97,,9.3,
9,-777,c264.2,17.07,,19.2,Male
10,-777,c264.2,18.81,,20,Male
3,-808,c277.1,6.2,,11.6,
3,-809,c277.2,6.12,,10.2,Unknown
8,-780,c275.2,17.65,,20.4,Male
9,-780,c275.2,18.91,,21,Male
8,-781,c275.3,11.61,,16.6,
10,-780,c275.2,18.65,,21.2,Male
5,-792,c283.1,11.22,,14.3,
6,-792,c283.1,13.87,,16,
5,-793,c283.2,12.84,,16.7,
6,-793,c283.2,15.11,,17.6,
5,-794,c283.3,12.2,,16.4,
6,-794,c283.3,14.32,,17.5,
8,-782,c281.1,15.58,,19.6,
9,-782,c281.1,16.8,,20.3,
10,-782,c281.1,17.39,,20.3,
8,-783,c281.2,16.72,,19.15,Unknown
9,-783,c281.2,17.37,,20.95,Unknown
10,-783,c281.2,17.12,,20.9,Unknown
8,-785,c281.4,13.49,,17.9,
9,-785,c281.4,14.92,,19.5,
10,-785,c281.4,15.92,,19.6,
13,-773,c270.1,18.71,,21.2,
13,-774,c270.2,16.65,,19.6,
13,-775,c270.3,16.93,,19.3,
6,-798,c296.1,10.1,,15.5,
7,-798,c296.1,12.23,,17,
8,-798,c296.1,13.39,,18.4,
6,-799,c296.2,9.62,,14.2,
7,-799,c296.2,10.14,,14.75,
8,-799,c296.2,10.88,,16.8,
6,-800,c296.3,3.83,,10,
7,-800,c296.3,3.42,,10.3,
3,-810,c298.1,4.45,,9,
3,-811,c298.2,4.06,,7.85,
1,-812,c288.1,2.59,,6.9,
1,-813,c288.2,1.94,,5.8,
1,-814,c288.3,2,,5.9,
5,-795,c286.1,8.36,,11.1,
5,-796,c286.2,8.42,,12.6,
5,-797,c286.3,11.04,,14.6,
1,-817,c295.1,2.17,,5.3,
1,-818,c295.2,2.36,,6.5,
1,-819,c295.3,2.36,,5.9,
7,-792,c283.1,16.24,,19.1,
7,-793,c283.2,16.49,,19.1,
7,-794,c283.3,16.14,,19,
5,-808,c277.1,12.47,,15.1,
5,-809,c277.2,11.64,,14.2,Unknown
5,-810,c298.1,9.83,,13.8,
5,-811,c298.2,9.11,,13.1,
9,-798,c296.1,16.44,,20.2,
9,-799,c296.2,12.19,,18.4,
6,-808,c277.1,15.02,,17.5,
6,-809,c277.2,14.79,,16.7,Unknown
8,-792,c283.1,17.43,,19.5,
8,-793,c283.2,17.88,,20.5,
8,-794,c283.3,17.86,,20.2,
10,-798,c296.1,16.23,,20.8,
10,-799,c296.2,12.18,,19.2,
6,-810,c298.1,12.83,,15.7,
6,-811,c298.2,12.17,,15.4,
3,-812,c288.1,6.12,,10.6,
3,-813,c288.2,4.7,,9,
3,-814,c288.3,5.18,,9.5,
1,-820,c308.1,2.55,,5.85,
1,-821,c308.2,4.7,,4.6,
1,-822,c289.1,3.03,,7.4,
1,-823,c289.2,2.64,,7.4,
1,-824,c294.1,2.59,,6.1,
1,-825,c294.2,2.02,,6,
1,-826,c294.3,2.37,,6.8,
1,-827,c294.4,2.22,,6.1,
3,-817,c295.1,4.37,,8.5,
3,-818,c295.2,5.32,,9.2,
3,-819,c295.3,5.54,,10.1,
7,-808,c277.1,16.98,,18,
8,-808,c277.1,18.36,,19.3,
7,-809,c277.2,16.96,,17.8,Unknown
8,-809,c277.2,18.92,,19.4,Unknown
7,-810,c298.1,15.54,,17.6,
8,-810,c298.1,16.1,,18.6,
7,-811,c298.2,15.49,,17.3,
8,-811,c298.2,16.14,,18.5,
5,-812,c288.1,10.87,,13.8,
5,-813,c288.2,8.96,,12.5,
5,-814,c288.3,9.56,,13.5,
9,-792,c283.1,17.86,,20.4,
9,-793,c283.2,16.68,,20.7,
9,-794,c283.3,17.11,,20.3,
3,-821,c308.2,3.22,,7.8,
5,-821,c308.2,6.13,,11.5,
5,-817,c295.1,8.79,,13.8,
6,-817,c295.1,9.1,,14.5,
5,-818,c295.2,11.98,,15.4,
6,-818,c295.2,11.99,,15.5,
5,-819,c295.3,11.98,,15.4,
6,-819,c295.3,12.18,,15.8,
9,-808,c277.1,20.08,,20,
10,-808,c277.1,19.91,,20.3,
9,-809,c277.2,21.01,,20.1,Unknown
10,-809,c277.2,20.98,,21,Unknown
6,-812,c288.1,14.71,,16.8,
7,-812,c288.1,15.42,,18,
6,-813,c288.2,13.51,,15.5,
7,-813,c288.2,14.67,,17,
6,-814,c288.3,13.1,,16.5,
7,-814,c288.3,13.3,,17.4,
9,-810,c298.1,18.83,,20.2,
10,-810,c298.1,17.63,,20.5,
9,-811,c298.2,18.63,,19.8,
10,-811,c298.2,18.29,,20,
3,-824,c294.1,5.04,,10.5,
3,-825,c294.2,4.19,,9.4,
3,-826,c294.3,5.36,,10,
3,-827,c294.4,4.52,,9.5,
3,-822,c289.1,4.9,,9.7,
3,-823,c289.2,4.07,,9.5,
6,-821,c308.2,7.54,,13,
7,-817,c295.1,11.25,,16,
7,-818,c295.2,14.1,,17.5,
7,-819,c295.3,14.86,,17,
1,-834,c299.1,3.39,,7.5,
3,-834,c299.1,5.27,,10.2,
1,-835,c300.1,1.74,,6,
1,-836,c300.2,2.08,,6.9,
1,-837,c300.3,1.9,,5.2,
1,-838,c300.4,1.83,,6.2,
8,-817,c295.1,12.69,,17.6,
8,-818,c295.2,15,,19,
8,-819,c295.3,15.34,,18.9,
5,-824,c294.1,9.22,,14.3,
5,-825,c294.2,7.96,,13,
5,-826,c294.3,10.37,,13.1,
5,-827,c294.4,8.84,,12.5,
5,-822,c289.1,8.49,,12.7,
5,-823,c289.2,7.08,,12.1,
7,-821,c308.2,8.87,,14.4,
5,-834,c299.1,10.53,,14.5,
6,-824,c294.1,11.22,,15.6,
6,-825,c294.2,10.19,,15.1,
6,-826,c294.3,12.85,,15.1,
6,-827,c294.4,10.74,,14.8,
6,-822,c289.1,11.15,,14,
6,-823,c289.2,9.61,,14,
5,-839,c313.1,11.45,,16,
6,-839,c313.1,12.12,,16.5,
5,-840,c313.2,11.07,,14.15,
6,-840,c313.2,11.9,,15.1,
8,-821,c308.2,12.03,,16.3,
9,-817,c295.1,13.65,,18.1,
9,-818,c295.2,15.94,,19.9,
9,-819,c295.3,16.57,,19.6,
8,-812,c288.1,16.54,,19.9,
8,-813,c288.2,16.91,,19.2,
8,-814,c288.3,16.18,,19.2,
3,-835,c300.1,3.17,,7.1,
3,-836,c300.2,4.35,,8.4,
3,-838,c300.4,2.98,,8.1,
10,-817,c295.1,15.05,,19.3,
10,-818,c295.2,16.46,,19.9,
10,-819,c295.3,17.77,,20.3,
7,-839,c313.1,13.45,,18.1,
7,-840,c313.2,12.29,,16.6,
6,-834,c299.1,14.1,,15.6,
9,-821,c308.2,14.44,,18.45,
7,-824,c294.1,12.59,,17.4,
7,-825,c294.2,8.63,,16.5,
7,-826,c294.3,14.05,,17.5,
7,-827,c294.4,12.5,,16.9,
9,-841,c316.1,13.85,,20.85,
9,-842,c316.2,18.14,,21,
9,-843,c316.3,18.13,,21.8,
10,-821,c308.2,15.44,,19.6,
8,-824,c294.1,14.16,,15.5,
8,-826,c294.3,15.48,,18.4,
8,-827,c294.4,13.95,,18.1,
8,-839,c313.1,15.18,,20,
8,-840,c313.2,13.92,,18.65,
7,-834,c299.1,16.8,,18.5,
5,-835,c300.1,5.77,,12.2,
5,-836,c300.2,7.13,,12.9,
5,-838,c300.4,5.25,,11.5,
1,-844,c297.1,2.33,,6.1,
1,-845,c297.2,2.62,,5.8,
6,-835,c300.1,7.46,,13.5,
6,-836,c300.2,8.81,,14,
6,-838,c300.4,7.39,,13.1,
7,-835,c300.1,9.24,,14.9,
7,-836,c300.2,10.62,,16,
7,-838,c300.4,9.33,,14.1,
9,-824,c294.1,13.04,,15.9,
9,-826,c294.3,16.27,,18.9,
9,-827,c294.4,14.43,,18.7,
10,-824,c294.1,11.65,,16.1,
10,-826,c294.3,16.64,,19.4,
10,-827,c294.4,15.04,,19.8,
8,-834,c299.1,19.28,,19.4,
9,-834,c299.1,18.99,,20.4,
3,-844,c297.1,3.84,,8.7,
3,-845,c297.2,4.07,,8.8,
1,-846,c303.1,2.19,,409,
1,-847,c303.2,2.75,,6.1,
1,-848,c303.3,2.49,,5.9,
1,-849,c303.4,2.67,,6.4,
5,-850,c320.1,12.58,,17,
5,-851,c320.2,10.68,,14.6,
5,-844,c297.1,6.04,,10.5,
5,-845,c297.2,5.23,,9.9,
,-846,,,,,
3,-847,c303.2,5.26,,9.5,
3,-849,c303.4,4.82,,9.6,
,-844,,,,,
6,-845,c297.2,4.55,,10.2,
6,-850,c320.1,13.34,,17.9,
6,-851,c320.2,10.12,,15.1,
7,-850,c320.1,14.48,,18.9,
8,-850,c320.1,12.16,,19.15,
7,-851,c320.2,12.34,,16.6,
8,-851,c320.2,13.47,,16.6,
1,-856,c306.1,1.88,,5.6,
1,-857,c306.2,1.98,,5.35,
1,-858,c306.3,1.86,,5.8,
1,-859,c306.4,1.74,,4.15,
1,-860,c307.1,2.2,,5.4,Female
1,-861,c307.2,2.38,,5.25,
1,-862,c307.3,2.06,,5.05,
1,-863,c307.4,1.92,,4.9,
5,-847,c303.2,8.55,,12.65,
5,-849,c303.4,8.63,,13,
6,-864,c324.1,7.41,,13,
6,-865,c324.2,10.85,,15.2,
6,-866,c324.3,10.18,,14.3,
6,-867,c324.4,9.58,,15.4,
7,-864,c324.1,8.11,,14.5,
7,-865,c324.2,11.63,,16.6,
7,-866,c324.3,11.57,,15.8,
7,-867,c324.4,10.5,,16,
6,-847,c303.2,9.46,,14.5,
6,-849,c303.4,11.8,,14.9,
9,-850,c320.1,10.72,,19.2,
9,-851,c320.2,14.73,,16.9,
1,-868,c304.1,2.55,,5.9,
1,-869,c304.2,2.12,,6.1,
8,-870,c278.1,17.75,,20.8,
8,-871,c278.2,16.12,,20.2,
8,-872,c278.3,16.52,,20.85,
8,-873,c278.4,16.14,,20.8,
7,-847,c303.2,10.49,,16,
8,-847,c303.2,11.05,,16.1,
7,-849,c303.4,15.09,,17,
8,-849,c303.4,15.18,,18.2,
3,-868,c304.1,5.55,,8.6,
3,-869,c304.2,4.45,,8.3,
3,-856,c306.1,2.23,,6.25,
3,-857,c306.2,2.48,,6.4,
3,-860,c307.1,4.97,,9,Female
3,-861,c307.2,5.76,,9.5,
3,-862,c307.3,4.37,,9.1,
3,-863,c307.4,4.62,,8.5,
,-874,,,,,
1,-875,c309.2,2.42,,6,
5,-860,c307.1 ,8.35,,12.5,Female
5,-861,c307.2,8.79,,13,
5,-862,c307.3,7.64,,11.6,
5,-863,c307.4,7.66,,12,
,-847,,,,,
8,-864,c324.1,10.12,,16.9,
9,-864,c324.1,10.95,,17.7,
10,-864,c324.1,10.75,,17.8,
8,-865,c324.2,14.16,,18.6,
9,-865,c324.2,16.36,,19.3,
10,-865,c324.2,16.54,,20.5,
8,-866,c324.3,14.74,,18.5,
9,-866,c324.3,15.69,,18.7,
10,-866,c324.3,18.11,,19.5,
5,-868,c304.1,8.87,,12.65,
6,-868,c304.1,10.75,,13.5,
5,-869,c304.2,6.86,,9.8,
6,-869,c304.2,7.58,,11.5,
9,-849,c303.4,15.95,,19,
10,-849,c303.4,17.71,,19.9,
6,-860,c307.1,9.64,,13.4,Female
6,-861,c307.2,10.2,,13.5,
6,-863,c307.4,7.83,,12.5,
7,-860,c307.1,11.82,,14.5,Female
7,-861,c307.2,12.15,,15,
3,-874,c309.3,4.83,,6.95,
3,-875,c309.2,3.74,,6.2,
8,-860,c307.1,13.38,,17.1,Female
8,-861,c307.2,13.14,,17,
7,-868,c304.1,13.45,,16,
7,-869,c304.2,10.11,,14.5,
5,-874,c309.3,8.37,,12,
5,-875,c309.2,6.88,,10.8,
6,-874,c309.3,11.48,,13.2,
6,-875,c309.2,10.06,,12.8,
8,-868,c304.1,15.94,,16.9,
8,-869,c304.2,12.37,,15.2,
9,-860,c307.1,16.4,,17.5,Female
9,-861,c307.2,16.19,,18.2,
9,-868,c304.1,17.27,,18,
9,-869,c304.2,13.31,,17,
7,-874,c309.3,13.61,,14.6,
7,-875,c309.2,12.63,,13.9,
10,-860,c307.1,17.49,,19.1,Female
10,-861,c307.2,17.35,,19.5,
8,-874,c309.3,15.71,,14.5,
8,-875,c309.2,15.13,,15.5,
10,-868,c304.1,18.61,,20.2,
10,-869,c304.2,15.35,,17.5,
1,-885,c311.1,4.92,,8.8,
1,-886,c311.2,4.15,,8.2,
1,-887,c311.3,4.55,,8.5,
1,-888,c311.4,6.06,,10,
1,-889,c309.1,2.3,,5.5,
9,-875,c309.2,17.95,,18.4,
10,-875,c309.2,19.64,,19.6,
9,-874,c309.3,16.38,,7.6,
10,-874,c309.3,18.88,,19,
8,-751,c272.1,16.62,,18.4,
8,-753,c272.3,14.05,,18.1,
8,-754,c272.4,13.33,,17,
1,-893,c321.1,2.59,,6.5,
1,-894,c328.1,2.65,,6.3,
1,-895,c328.2,1.98,,5.5,
1,-896,c328.3,1.88,,5.8,
3,-893,c321.1,4.39,,8.9,
3,-894,c328.1,4.58,,10.3,
5,-893,c321.1,7.96,,12.6,
5,-894,c328.1,7.01,,13.6,
6,-893,c321.1,9.76,,14.7,
6,-894,c328.1,6.56,,14,
7,-893,c321.1,11.02,,15,
7,-894,c328.1,5.65,,14.2,
8,-893,c321.1,12.59,,18.5,
1,-901,c326.1,2.65,,6.8,
1,-902,c326.2,2.37,,6.1,Unknown
1,-903,c326.3,1.75,,5.8,
9,-893,c321.1,16.23,,19.5,
10,-893,c321.1,16.29,,20,
3,-901,c326.1,4.16,,7.9,
3,-902,c326.2,3.85,,8.1,Unknown
3,-903,c326.3,2.89,,6.8,
5,-905,c333.1,6.19,,10.5,
5,-906,c333.2,8.05,,12,
5,-907,c333.3,7.93,,12.7,Unknown
5,-901,c326.1,7.79,,12.2,
6,-901,c326.1,10.14,,14.4,
5,-902,c326.2,7.6,,12.1,Unknown
6,-902,c326.2,9.99,,14.3,Unknown
5,-903,c326.3,5.46,,10.3,
6,-903,c326.3,6.75,,11.9,
1,-912,c333.1,2.73,,6.1,
1,-913,c333.2,2.56,,6.6,
1,-914,c333.3,2.31,,5.9,
6,-905,c333.1,6.99,,12.1,
7,-905,c333.1,9.05,,14.2,
6,-906,c333.2,9.71,,13.6,
7,-906,c333.2,11.03,,15.9,
6,-907,c333.3,9.09,,13.6,Unknown
7,-907,c333.3,10.66,,15.5,Unknown
7,-901,c326.1,13.07,,16.1,
8,-901,c326.1,14.05,,17.7,
9,-901,c326.1,15.44,,19,
7,-902,c326.2,12.01,,15.9,Unknown
8,-902,c326.2,13.04,,17.7,Unknown
9,-902,c326.2,15.09,,19.3,Unknown
7,-903,c326.3,8.66,,13.6,
8,-903,c326.3,9.85,,14.8,
9,-903,c326.3,9.42,,15.7,
3,-914,c333.3,4.44,,8.4,
8,-905,c333.1,10.81,,15.6,
9,-905,c333.1,12.6,,17.5,
10,-905,c333.1,13.98,,18.2,
8,-906,c333.2,12.97,,16.7,
9,-906,c333.2,15.13,,18.1,
10,-906,c333.2,16.57,,19.4,
